species,total_length,weight
Limno,85,4.56
Limno,90,5.49
Limno,85,4.39
Limno,103,8.7
Limno,94,8.85
Limno,83,4.24
Limno,85,4.32
Limno,87,4.85
Limno,90,4.93
Limno,82,3.8
Limno,83,4.01
Limno,91,4.98
Limno,86,4.2
Limno,88,4.96
Limno,87,4.84
Limno,82,3.92
Limno,93,5.78
Limno,85,4.26
Limno,102,7.41
Limno,91,5.53
Limno,92,7.8
Limno,91,5.38
Limno,85,4.3
Limno,83,3.97
Limno,90,4.9
Limno,86,4.43
Limno,108,8.36
Limno,85,3.72
Limno,90,5.05
Limno,84,3.99
Limno,77,3.2
Limno,70,2.3
Limno,80,3.5
Limno,55,1.12
Limno,80,3.8
Limno,40,0.38
Limno,53,0.99
Limno,51,0.86
Limno,56,1.12
Limno,83,4.03
Limno,53,0.83
Limno,57,1.2
Limno,40,0.38
Limno,75,3.04
Limno,59,1.3
Limno,96,6.59
Limno,87,4.74
Limno,64,1.87
Limno,80,3.75
Limno,67,1.97
Limno,75,3.07
Limno,82,3.74
Limno,61,1.56
Limno,50,0.82
Limno,92,6.05
Limno,68,2.16
Limno,66,2.06
Limno,63,1.61
Limno,85,4.21
Limno,67,1.94
Limno,54,0.96
Limno,50,0.73
Limno,75,3.07
Limno,84,4.09
Limno,50,0.75
Limno,74,2.52
Limno,50,0.65
Limno,51,0.9
Limno,70,2.29
Limno,70,2.51
Limno,77,3.44
Limno,78,3.09
Limno,63,1.75
Limno,79,3.84
Limno,61,1.61
Limno,71,2.54
Limno,43,0.55
Limno,44,0.53
Limno,78,3.31
Limno,89,4.85
Limno,56,1.19
Limno,74,2.89
Limno,74,1.84
Limno,76,2.69
Limno,53,0.96
Limno,71,2.35
Limno,70,2.32
Limno,78,3.14
Limno,76,3.06
Limno,75,3.04
Limno,72,2.46
Limno,70,2.12
Limno,75,3.16
Limno,74,3.41
Limno,72,2.51
Limno,74,2.92
Limno,88,4.74
Limno,77,3.24
Limno,66,2.16
Limno,87,4.84
Limno,88,4.9
Limno,81,3.83
Limno,49,0.74
Limno,56,1.18
Limno,67,2.09
Limno,73,2.78
Limno,72,2.44
Limno,68,2.18
Limno,67,2.05
Limno,70,2.32
Limno,77,3.13
Limno,66,1.89
Limno,68,2.04
Limno,73,2.79
Limno,77,3.11
Limno,70,2.39
Limno,73,2.8
Limno,48,0.66
Limno,52,1.03
Limno,53,1.05
Limno,76,2.87
Limno,40,0.4
Limno,62,1.72
Limno,72,2.05
Limno,70,2.38
Limno,84,4.51
Limno,76,3.16
Limno,65,1.94
Limno,64,1.69
Limno,52,0.8
Limno,92,5.24
Limno,99,7.13
Limno,85,4.06
Limno,83,3.54
Limno,77,2.72
Limno,81,3.19
Limno,81,3.58
Limno,84,3.67
Limno,90,4.7
Limno,78,3.24
Limno,88,4.56
Limno,99,6.64
Limno,75,2.68
Limno,86,3.95
Limno,88,4.91
Limno,78,3.04
Limno,80,3.12
Limno,76,2.78
Limno,76,2.78
Limno,56,1.22
Limno,84,3.71
Limno,83,3.65
Limno,65,1.65
Limno,58,1.25
Limno,80,3.36
Limno,78,3.76
Limno,81,3.32
Limno,81,1.57
Limno,104,7.85
Limno,98,6.21
Limno,75,2.58
Limno,79,3.15
Limno,87,4.53
Limno,96,6.4
Limno,100,7.33
Limno,92,3.59
Limno,91,4.9
Limno,88,4.15
Limno,94,5.93
Limno,88,4.39
Limno,95,5.7
Limno,59,1.32
Limno,80,3.27
Limno,83,3.67
Limno,63,1.65
Limno,77,3.07
Limno,110,9.11
Limno,75,2.89
Limno,85,4.03
Limno,83,3.7
Limno,108,8.54
Limno,73,2.62
Limno,68,2.05
Limno,79,3.08
Limno,89,4.83
Limno,94,5.73
Limno,90,5.04
Limno,88,4.32
Limno,83,3.52
Limno,78,3.38
Limno,71,2.45
Limno,83,3.91
Limno,68,1.96
Limno,62,1.55
Limno,80,3.53
Limno,92,5.25
Limno,96,5.9
Limno,82,3.3
Limno,81,3.22
Limno,84,3.78
Limno,86,4.01
Limno,90,4.54
Limno,85,3.97
Limno,81,3.36
Limno,77,3.19
Limno,82,3.43
Limno,76,3
Limno,82,3.32
Limno,83,3.99
Limno,82,3.6
Limno,93,5.63
Limno,95,5.3
Limno,96,5.97
Limno,108,8.79
Limno,91,4.89
Limno,82,3.35
Limno,90,4.98
Limno,79,2.83
Limno,75,2.35
Limno,96,5.03
Limno,84,3.79
Limno,75,2.92
Limno,60,1.47
Limno,71,2.04
Limno,77,2.65
Limno,85,3.82
Limno,78,3.03
Limno,108,9.03
Limno,77,3
Limno,53,0.75
Limno,55,0.82
Limno,75,1.06
Limno,53,0.78
Limno,60,1.4
Limno,50,0.75
Limno,55,0.91
Limno,52,0.84
Limno,52,0.79
Limno,68,1.02
Limno,58,1.7
Limno,58,1.14
Limno,75,2.58
Limno,92,5.05
Limno,75,2.57
Limno,84,3.74
Limno,76,2.78
Limno,58,1.29
Limno,71,2.09
Limno,41,0.4
Limno,45,0.8
Limno,63,1.64
Limno,60,1.34
Limno,63,1.58
Limno,45,0.55
Limno,50,0.72
Limno,55,0.98
Limno,74,2.28
Limno,52,0.93
Limno,78,2.91
Limno,86,4.47
Limno,95,6.05
Limno,45,0.59
Limno,57,1.18
Limno,41,0.33
Limno,45,0.48
Limno,48,0.67
Limno,63,1.24
Limno,98,7.27
Limno,60,1.5
Limno,70,2.26
Limno,67,1.84
Limno,76,2.96
Limno,70,2.42
Limno,73,2.74
Limno,80,3.4
Limno,83,3.94
Limno,81,3.88
Limno,57,1.34
Limno,67,2.17
Limno,56,1.18
Limno,70,2.19
Limno,70,2.17
Limno,52,0.95
Limno,75,2.89
Limno,66,1.88
Limno,66,1.91
Limno,85,3.97
Limno,55,1.12
Limno,61,1.55
Limno,57,1.25
Limno,65,1.96
Limno,55,1.18
Limno,51,0.91
Limno,57,1.28
Limno,68,2.06
Limno,49,0.82
Limno,55,1.05
Limno,52,0.94
Limno,57,1.21
Limno,94,6.32
Limno,73,2.53
Limno,84,4.28
Limno,77,2.26
Limno,67,2.04
Limno,67,2.13
Limno,70,2.41
Limno,85,4.31
Limno,80,3.61
Limno,68,2.17
Limno,75,2.68
Limno,75,2.88
Limno,78,3.28
Limno,70,1.81
Limno,74,2.62
Limno,56,1.22
Limno,78,3.66
Limno,81,3.6
Limno,79,3.21
Limno,71,2.4
Limno,67,2.16
Limno,88,4.87
Limno,70,2.24
Limno,88,4.66
Limno,79,3.39
Limno,82,3.91
Limno,73,2.82
Limno,64,1.72
Limno,78,3.04
Limno,64,1.88
Limno,72,2.47
Limno,65,1.84
Limno,74,2.45
Limno,63,1.67
Limno,61,1.48
Limno,52,1
Limno,52,0.98
Limno,56,1.23
Limno,65,1.84
Limno,57,1.86
Limno,66,1.89
Limno,55,1.14
Limno,57,1.28
Limno,60,1.47
Limno,105,8.51
Limno,97,6.14
Limno,87,4.02
Limno,85,4.12
Limno,91,6.57
Limno,113,10.45
Limno,90,5.04
Limno,81,4.45
Limno,98,6.3
Limno,105,8.49
Limno,77,2.83
Limno,93,5.16
Limno,85,3.91
Limno,106,8.36
Limno,104,8.63
Limno,98,6.63
Limno,88,4.82
Limno,99,6.86
Limno,83,3.75
Limno,105,7.67
Limno,100,7.05
Limno,77,2.89
Limno,85,4.05
Limno,90,5.35
Limno,88,4.37
Limno,76,2.59
Limno,103,7.76
Limno,83,3.67
Limno,81,3.76
Limno,70,2.2
Limno,80,3.31
Limno,92,5.4
Limno,109,9.85
Limno,107,9.32
Limno,80,3.52
Limno,75,2.73
Limno,97,6.49
Limno,78,3.31
Limno,88,4.83
Limno,83,4.08
Limno,94,5.75
Limno,83,3.91
Limno,83,3.85
Limno,70,2.38
Limno,97,6.19
Limno,65,1.6
Limno,98,6.17
Limno,74,2.44
Limno,83,4.17
Limno,84,3.88
Limno,92,5.28
Limno,81,3.2
Limno,80,3.43
Limno,102,7.38
Limno,72,2.08
Limno,85,3.89
Limno,75,2.82
Limno,103,7.87
Limno,88,5.01
Limno,111,11.85
Limno,90,5.38
Limno,90,5.14
Limno,96,6.76
Limno,97,6.66
Limno,99,7.21
Limno,102,7.75
Limno,106,9.72
Limno,102,7.45
Limno,90,4.92
Limno,97,6.28
Limno,101,7.18
Limno,95,6.07
Limno,86,4.24
Limno,88,5.07
Limno,93,5.85
Limno,85,4.14
Limno,108,9.85
Limno,92,6.68
Limno,92,5.57
Limno,110,10.4
Limno,153,24.98
Limno,86,4.65
Limno,87,4.53
Limno,91,5
Limno,85,4.55
Limno,82,3.92
Limno,80,3.64
Limno,80,3.59
Limno,87,4.3
Limno,86,4.75
Limno,78,3.4
Limno,82,3.87
Limno,80,3.33
Limno,78,3.22
Limno,82,3.28
Limno,80,3.36
Limno,78,3.42
Limno,81,3.36
Limno,87,4.76
Limno,83,3.82
Limno,83,4.22
Limno,88,4.31
Limno,82,4.01
Limno,87,4.38
Limno,77,2.98
Limno,80,3.75
Limno,88,4.84
Limno,84,4.21
Limno,81,3.46
Limno,80,3.49
Limno,85,4.34
Limno,70,2.08
Limno,75,2.73
Limno,81,3.79
Limno,87,4.44
Limno,85,4.17
Limno,77,3
Limno,110,10.85
Limno,100,7.97
Limno,108,10.65
Limno,107,10.91
Limno,105,8.75
Limno,107,9.68
Limno,100,7.51
Limno,105,9.26
Limno,102,8.54
Limno,97,7.58
Limno,90,4.98
Limno,105,9.41
Limno,141,22.82
Limno,111,10.63
Limno,105,10.03
Limno,105,9.51
Limno,103,8.67
Limno,100,8.07
Limno,112,11.09
Limno,112,11.68
Limno,103,8.93
Limno,105,9.62
Limno,103,9.12
Limno,104,8.73
Limno,102,8.55
Limno,95,6.61
Limno,100,7.82
Limno,100,8.66
Limno,106,9.82
Limno,102,8.74
Limno,95,6.9
Limno,109,10.2
Limno,103,9.15
Limno,110,11.2
Limno,97,7.46
Limno,105,9.37
Limno,98,7.86
Limno,104,8.51
Limno,105,9.49
Limno,105,10.21
Limno,98,7.39
Limno,100,8.87
Limno,102,9.03
Limno,98,7.25
Limno,100,8.35
Limno,106,10.03
Limno,97,7.03
Limno,106,9.88
Limno,109,10.58
Limno,115,13.15
Limno,97,8.11
Limno,98,7.62
Limno,100,8.81
Limno,100,8.88
Limno,105,9.32
Limno,101,8.37
Limno,110,11.63
Limno,110,11.36
Limno,108,10.28
Limno,96,6.44
Limno,103,9.66
Limno,106,9.82
Limno,99,8.05
Limno,103,8.52
Limno,100,8.08
Limno,105,11.36
Limno,110,10.64
Limno,95,7.84
Limno,105,9.84
Limno,104,9.02
Limno,104,9.58
Limno,107,10.44
Limno,107,10
Limno,108,10.48
Limno,105,9.83
Limno,99,7.55
Limno,104,8.57
Limno,105,9.81
Limno,104,9.2
Limno,100,8.63
Limno,105,9.11
Limno,105,9.46
Limno,107,9.26
Limno,97,7.8
Limno,100,7.76
Limno,103,8.31
Limno,103,9.17
Limno,90,5.66
Limno,100,8.21
Limno,110,10.8
Limno,101,7.86
Limno,104,9.38
Limno,107,10.74
Limno,100,8.22
Limno,100,8.17
Limno,105,9.05
Limno,90,5.59
Limno,78,3.38
Limno,100,8.03
Limno,73,2.78
Limno,58,1.47
Limno,64,1.55
Limno,55,1.05
Limno,51,0.76
Limno,61,1.54
Limno,55,1.04
Limno,53,0.91
Limno,50,0.74
Limno,50,0.81
Limno,58,1.24
Limno,55,0.98
Limno,55,1.04
Limno,59,1.28
Limno,66,1.97
Limno,63,1.62
Limno,65,1.93
Limno,60,1.47
Limno,77,3.02
Limno,65,1.78
Limno,76,2.86
Limno,68,2.27
Limno,60,1.54
Limno,72,2.44
Limno,68,2.3
Limno,72,2.4
Limno,68,2.21
Limno,48,0.72
Limno,65,1.81
Limno,72,2.65
Limno,66,2.03
Limno,69,2.23
Limno,67,2.1
Limno,72,2.75
Limno,68,2.15
Limno,68,2.32
Limno,67,2.06
Limno,61,1.53
Limno,57,1.43
Limno,69,2.4
Limno,68,2.36
Limno,57,1.2
Limno,81,3.8
Limno,75,2.84
Limno,73,2.65
Limno,67,2.21
Limno,78,3.41
Limno,75,2.95
Limno,75,3.09
Limno,44,0.57
Limno,81,3.79
Limno,52,0.93
Limno,106,9.22
Limno,75,3.08
Limno,82,3.55
Limno,48,0.67
Limno,77,3.2
Limno,67,2.09
Limno,69,2.37
Limno,86,4.75
Limno,90,5.3
Limno,73,2.92
Limno,75,3.16
Limno,70,2.3
Limno,85,4.3
Limno,89,5.4
Limno,70,2.77
Limno,77,3.2
Limno,54,1.26
Limno,68,2.3
Limno,62,1.92
Limno,78,3.02
Limno,79,3.63
Limno,78,2.68
Limno,80,3.74
Limno,66,1.98
Limno,91,5.19
Limno,73,2.67
Limno,63,1.67
Limno,70,2.49
Limno,77,3.49
Limno,59,1.37
Limno,63,1.89
Limno,71,2.7
Limno,51,0.97
Limno,62,1.89
Limno,66,2.14
Limno,71,2.68
Limno,75,2.98
Limno,47,0.72
Limno,67,2.17
Limno,57,1.41
Limno,62,2.03
Limno,67,2.6
Limno,82,4.1
Limno,59,1.5
Limno,60,1.55
Limno,57,1.27
Limno,65,1.98
Limno,65,1.92
Limno,63,1.8
Limno,45,0.72
Limno,43,0.68
Limno,64,1.94
Limno,64,1.96
Limno,62,1.96
Limno,58,1.48
Limno,65,1.94
Limno,66,2.25
Limno,55,1.23
Limno,53,1.98
Limno,50,1.04
Limno,60,1.63
Limno,65,2.07
Limno,100,7.75
Limno,53,1.17
Limno,47,0.9
Limno,62,1.7
Limno,67,2.17
Limno,46,0.18
Limno,66,1.98
Limno,57,1.39
Limno,60,1.47
Limno,46,0.62
Limno,47,0.7
Limno,58,1.33
Limno,58,1.42
Limno,52,0.98
Limno,57,1.4
Limno,71,2.6
Limno,78,3.32
Limno,55,1.29
Limno,58,1.41
Limno,66,2.21
Limno,65,1.99
Limno,60,1.54
Limno,58,1.52
Limno,95,6.41
Limno,76,3.3
Limno,58,1.47
Limno,58,1.46
Limno,60,1.77
Limno,55,1.22
Limno,58,1.55
Limno,61,1.7
Limno,57,1.33
Limno,68,2.38
Limno,62,1.85
Limno,58,1.48
Limno,44,0.69
Limno,64,1.88
Limno,49,0.89
Limno,52,0.98
Limno,45,0.7
Limno,55,1.34
Limno,61,1.65
Limno,65,2.12
Limno,67,2.34
Limno,68,2.41
Limno,53,1.05
Limno,48,0.84
Limno,82,3.68
Limno,70,2.54
Limno,70,2.47
Limno,71,2.67
Limno,67,2.32
Limno,58,1.47
Limno,60,1.56
Limno,70,2.58
Limno,60,1.58
Limno,64,1.85
Limno,57,1.41
Limno,48,0.73
Limno,52,1.03
Limno,54,1.18
Limno,60,1.54
Limno,60,1.6
Limno,62,1.82
Limno,73,3.04
Limno,68,2.48
Limno,58,1.4
Limno,52,0.9
Limno,54,1.16
Limno,50,0.68
Limno,66,2.11
Limno,68,2.34
Limno,58,1.47
Limno,67,2.27
Limno,57,1.44
Limno,57,1.49
Limno,88,4.73
Limno,89,5.61
Limno,73,2.92
Limno,77,3.56
Limno,84,4.46
Limno,74,3.04
Limno,77,3.58
Limno,79,3.81
Limno,67,2.29
Limno,73,3.28
Limno,70,2.72
Limno,67,2.39
Limno,72,2.63
Limno,67,2.49
Limno,73,3.12
Limno,67,2.39
Limno,67,2.37
Limno,55,1.46
Limno,48,0.95
Limno,60,1.77
Limno,73,2.89
Limno,61,1.85
Limno,59,1.71
Limno,66,2.32
Limno,52,1.19
Limno,50,1.09
Limno,43,0.68
Limno,64,2.19
Limno,44,0.69
Limno,69,2.64
Limno,44,0.68
Limno,45,0.75
Limno,41,0.56
Limno,43,0.61
Limno,57,1.57
Limno,45,0.77
Limno,45,0.75
Limno,53,0.54
Limno,41,0.57
Limno,40,0.54
Limno,50,1.06
Limno,36,0.42
Limno,40,0.53
Limno,56,1.36
Limno,52,1.13
Limno,42,0.56
Limno,38,0.43
Limno,43,0.69
Limno,38,0.5
Limno,57,1.59
Limno,49,1.01
Limno,49,0.89
Limno,51,0.99
Limno,51,1.03
Limno,45,0.8
Limno,45,0.76
Limno,50,1.08
Limno,66,2.35
Limno,42,0.54
Limno,74,2.97
Limno,56,1.35
Limno,63,1.92
Limno,43,0.68
Limno,39,0.54
Limno,58,1.55
Limno,54,1.19
Limno,69,2.56
Limno,54,1.18
Limno,44,0.68
Limno,39,0.51
Limno,38,0.45
Limno,58,1.65
Limno,52,1.24
Limno,65,2.27
Limno,46,0.77
Limno,68,2.24
Limno,44,0.7
Limno,45,0.82
Limno,43,0.63
Limno,49,0.98
Limno,45,0.77
Limno,39,0.51
Limno,48,0.97
Limno,46,0.88
Limno,52,1.11
Limno,44,0.74
Limno,43,0.64
Limno,47,0.85
Limno,44,0.75
Limno,36,0.43
Limno,41,0.62
Limno,40,0.61
Limno,44,0.69
Limno,42,0.72
Limno,65,2.35
Limno,64,1.89
Limno,64,2.09
Limno,60,1.64
Limno,58,1.46
Limno,49,0.93
Limno,48,0.96
Limno,43,0.58
Limno,58,1.63
Limno,48,0.92
Limno,48,0.89
Limno,45,0.69
Limno,54,1.36
Limno,49,0.98
Limno,34,0.33
Limno,38,0.45
Limno,50,0.96
Limno,33,0.32
Limno,78,3.32
Limno,71,2.36
Limno,65,1.97
Limno,59,1.37
Limno,66,2.08
Limno,56,1.25
Limno,65,1.95
Limno,65,2.05
Limno,49,0.87
Limno,50,1.88
Limno,49,0.91
Limno,47,0.73
Limno,44,0.58
Limno,50,0.89
Limno,65,2.01
Limno,48,0.83
Limno,50,0.85
Limno,68,2.25
Limno,58,1.12
Limno,49,0.83
Limno,54,1.06
Limno,56,1.16
Limno,47,0.75
Limno,47,0.73
Limno,42,0.54
Limno,44,0.61
Limno,69,2.44
Limno,50,0.8
Limno,55,1.21
Limno,43,0.58
Limno,46,0.73
Limno,51,0.9
Limno,49,0.81
Limno,48,0.82
Limno,60,1.47
Limno,50,0.86
Limno,53,1.03
Limno,51,0.52
Limno,42,0.52
Limno,43,0.61
Limno,46,0.66
Limno,45,0.58
Limno,48,0.79
Limno,60,1.6
Limno,41,0.45
Limno,47,0.44
Limno,58,1.4
Limno,61,1.68
Limno,51,0.9
Limno,53,1.01
Limno,50,0.76
Limno,55,1.21
Limno,42,0.5
Limno,85,0.65
Limno,54,1.06
Limno,48,0.78
Limno,43,0.6
Limno,41,0.5
Limno,45,0.66
Limno,40,0.4
Limno,64,1.74
Limno,56,1.28
Limno,42,0.51
Limno,46,0.65
Limno,40,0.41
Limno,77,3.21
Limno,68,2.12
Limno,46,0.7
Limno,44,0.54
Limno,54,1.05
Limno,60,1.51
Limno,52,0.95
Limno,68,2.11
Limno,54,1.17
Limno,55,1.08
Limno,71,2.49
Limno,71,2.4
Limno,65,1.97
Limno,65,2.08
Limno,57,1.37
Limno,61,1.58
Limno,69,2.11
Limno,45,0.62
Limno,65,1.97
Limno,50,0.78
Limno,68,2.1
Limno,56,1.28
Limno,57,1.38
Limno,53,0.62
Limno,62,1.63
Limno,68,2.24
Limno,53,1.06
Limno,65,1.79
Limno,44,0.57
Limno,51,0.92
Limno,43,0.52
Limno,78,3.3
Limno,46,0.68
Limno,48,0.75
Limno,61,1.82
Limno,71,2.53
Limno,62,1.86
Limno,67,2.07
Limno,75,2.93
Limno,67,2.25
Limno,54,1.28
Limno,71,2.52
Limno,57,1.36
Limno,64,2.01
Limno,65,2.21
Limno,50,1.01
Limno,59,1.65
Limno,67,2.3
Limno,59,1.59
Limno,56,1.27
Limno,53,1.11
Limno,53,1.18
Limno,67,2.16
Limno,50,0.82
Limno,61,1.62
Limno,64,1.95
Limno,63,1.93
Limno,47,0.32
Limno,62,1.89
Limno,63,2.01
Limno,55,1.16
Limno,57,1.39
Limno,52,1.06
Limno,55,1.31
Limno,49,0.95
Limno,49,0.89
Limno,54,1.17
Limno,36,0.33
Limno,49,0.89
Limno,44,0.65
Limno,55,1.3
Limno,52,1.07
Limno,49,0.93
Limno,42,0.54
Limno,51,0.93
Limno,46,0.72
Limno,41,0.5
Limno,53,1.2
Limno,42,0.56
Limno,43,0.61
Limno,65,2.02
Limno,75,2.95
Limno,68,2.3
Limno,66,2.02
Limno,62,1.76
Limno,70,2.58
Limno,65,2.11
Limno,63,1.76
Limno,67,2.16
Limno,52,1.22
Limno,61,1.78
Limno,48,0.76
Limno,49,0.86
Limno,47,0.74
Limno,49,0.86
Limno,68,2.16
Limno,60,1.62
Limno,55,1.22
Limno,59,1.54
Limno,50,0.91
Limno,43,0.55
Limno,60,1.62
Limno,44,0.61
Limno,59,1.44
Limno,43,0.62
Limno,56,1.21
Limno,66,1.96
Limno,54,1.13
Limno,37,0.34
Limno,59,1.43
Limno,71,2.42
Limno,60,1.62
Limno,60,1.62
Limno,63,1.77
Limno,46,0.74
Limno,59,1.41
Limno,52,1.11
Limno,51,0.99
Limno,46,0.76
Limno,69,2.37
Limno,60,1.64
Limno,56,1.3
Limno,55,1.22
Limno,61,1.77
Limno,63,2.83
Limno,61,1.62
Limno,59,1.4
Limno,63,1.77
Limno,63,1.88
Limno,61,1.68
Limno,55,1.25
Limno,52,1.04
Limno,58,1.42
Limno,50,0.95
Limno,55,1.18
Limno,46,0.72
Limno,52,1.03
Limno,62,1.92
Limno,64,1.9
Limno,58,1.48
Limno,53,1.08
Limno,56,1.3
Limno,64,1.92
Limno,59,1.48
Limno,53,1.06
Limno,46,0.74
Limno,49,0.83
Limno,48,0.81
Limno,50,0.91
Limno,65,2.01
Limno,58,1.41
Limno,63,1.96
Limno,59,1.57
Limno,73,2.89
Limno,69,2.32
Limno,67,2.27
Limno,55,1.18
Limno,62,1.89
Limno,72,2.69
Limno,53,1.11
Limno,65,1.98
Limno,56,1.321
Limno,63,2
Limno,55,1.28
Limno,73,2.79
Limno,64,1.88
Limno,65,2.03
Limno,69,2.31
Limno,63,1.91
Limno,59,1.46
Limno,60,1.67
Limno,68,2.35
Limno,64,1.84
Limno,60,1.63
Limno,57,1.3
Limno,65,1.97
Limno,63,1.66
Limno,73,2.88
Limno,57,1.39
Limno,64,1.98
Limno,58,1.4
Limno,71,2.65
Limno,62,1.69
Limno,64,1.8
Limno,63,1.7
Limno,58,1.42
Limno,64,1.9
Limno,57,1.27
Limno,65,2.18
Limno,70,2.43
Limno,62,1.75
Limno,64,1.99
Limno,70,2.43
Limno,70,2.55
Limno,63,1.75
Limno,64,1.88
Limno,59,1.54
Limno,54,1.15
Limno,64,1.99
Limno,67,2.04
Limno,57,1.44
Limno,58,1.49
Limno,58,1.6
Limno,65,1.24
Limno,78,3.77
Limno,76,3.08
Limno,59,1.49
Limno,70,2.41
Limno,62,1.78
Limno,57,1.17
Limno,66,1.88
Limno,61,1.58
Limno,64,1.83
Limno,64,2.09
Limno,64,2.01
Limno,61,1.72
Limno,64,1.83
Limno,64,1.91
Limno,74,2.98
Limno,65,1.93
Limno,60,1.71
Limno,70,2.49
Limno,70,2.65
Limno,64,1.78
Limno,59,1.56
Limno,62,1.89
Limno,56,1.31
Limno,60,1.68
Limno,60,1.67
Limno,53,1.12
Limno,67,2.3
Limno,64,2.01
Limno,67,2.13
Limno,66,2.24
Limno,63,1.85
Limno,60,1.64
Limno,57,1.67
Limno,59,1.47
Limno,68,2.4
Limno,49,0.86
Limno,70,2.57
Limno,53,1.19
Limno,64,2.08
Limno,58,1.47
Limno,54,1.21
Limno,56,1.4
Limno,63,2.11
Limno,66,1.99
Limno,64,1.88
Limno,55,1.15
Limno,52,1.05
Limno,48,0.82
Limno,60,1.62
Limno,59,1.56
Limno,49,0.86
Limno,61,1.76
Limno,55,1.27
Limno,55,1.23
Limno,54,1.16
Limno,60,1.68
Limno,62,1.8
Limno,48,0.78
Limno,64,2.03
Limno,59,1.63
Limno,50,0.92
Limno,51,1.03
Limno,57,1.05
Limno,53,1.04
Limno,47,0.79
Limno,58,1.45
Limno,57,1.39
Limno,58,1.13
Limno,47,0.79
Limno,67,2.16
Limno,65,1.76
Limno,50,0.81
Limno,60,1.5
Limno,75,2.95
Limno,67,1.77
Limno,67,2.01
Limno,58,1.41
Limno,60,1.48
Limno,65,1.48
Limno,60,1.41
Limno,80,3.42
Limno,56,1.27
Limno,76,3.15
Limno,71,2.66
Limno,68,2.18
Limno,68,2.16
Limno,57,1.24
Limno,54,0.93
Limno,67,2.01
Limno,46,0.66
Limno,50,0.93
Limno,67,2.08
Limno,64,1.69
Limno,75,2.72
Limno,58,1.4
Limno,54,1.04
Limno,70,2.36
Limno,67,2.1
Limno,60,1.49
Limno,55,1.09
Limno,50,0.84
Limno,71,2.45
Limno,54,0.99
Limno,68,2.26
Limno,81,3.51
Limno,50,1.01
Limno,70,2.44
Limno,65,1.85
Limno,62,1.67
Limno,62,1.54
Limno,78,3.4
Limno,69,2.11
Limno,58,1.25
Limno,50,1.45
Limno,58,1.28
Limno,60,1.53
Limno,45,0.61
Limno,75,2.84
Limno,55,0.12
Limno,56,1.17
Limno,46,0.68
Limno,58,1.28
Limno,61,1.54
Limno,55,1.02
Limno,51,0.91
Limno,54,1.08
Limno,53,1.01
Limno,60,1.61
Limno,50,0.88
Limno,74,2.81
Limno,66,1.98
Limno,72,2.61
Limno,66,1.97
Limno,68,2.18
Limno,51,0.9
Limno,66,2.02
Limno,56,1.11
Limno,71,2.47
Limno,53,1.02
Limno,49,0.76
Limno,61,1.61
Limno,58,1.26
Limno,61,1.5
Limno,48,0.75
Limno,50,0.88
Limno,45,0.49
Limno,80,3.82
Limno,52,0.96
Limno,62,1.73
Limno,67,2.1
Limno,71,2.51
Limno,69,2.18
Limno,68,1.69
Limno,78,3.31
Limno,51,1.01
Limno,73,0.55
Limno,50,0.88
Limno,57,1.12
Limno,51,0.9
Limno,47,0.65
Limno,43,0.59
Limno,58,1.81
Limno,51,0.85
Limno,54,0.99
Limno,59,1.38
Limno,61,1.57
Limno,68,2.24
Limno,59,1.4
Limno,70,2.88
