time,latitude,longitude,precip
1982-02-01,-2.0750008,32.97499,101.595245
1982-02-01,-2.0750008,33.024994,112.09709
1982-02-01,-2.0750008,33.074997,128.0784
1982-02-01,-2.0750008,33.125,105.753494
1982-02-01,-2.0250015,32.875,90.279495
1982-02-01,-2.0250015,32.925003,96.910126
1982-02-01,-2.0250015,32.97499,101.683174
1982-02-01,-2.0250015,33.024994,113.36606
1982-02-01,-2.0250015,33.074997,123.297455
1982-02-01,-2.0250015,33.125,103.053406
1982-02-01,-1.9750023,32.875,89.78084
1982-02-01,-1.9750023,32.925003,96.82646
1982-02-01,-1.9750023,32.97499,101.692314
1982-02-01,-1.9750023,33.024994,102.056656
1982-02-01,-1.9750023,33.074997,101.684494
1982-02-01,-1.9750023,33.125,90.86888
1982-03-01,-2.175003,32.875,119.09491
1982-03-01,-2.175003,32.925003,117.64238
1982-03-01,-2.175003,32.97499,117.815445
1982-03-01,-2.175003,33.024994,127.84881
1982-03-01,-2.175003,33.074997,130.5792
1982-03-01,-2.175003,33.125,134.57056
1982-03-01,-2.125,32.875,126.53955
1982-03-01,-2.125,32.925003,123.339386
1982-03-01,-2.125,32.97499,123.052986
1982-03-01,-2.125,33.024994,127.87608
1982-03-01,-2.125,33.074997,137.18402
1982-03-01,-2.125,33.125,144.07556
1982-03-01,-2.0750008,32.875,129.0317
1982-03-01,-2.0750008,32.925003,127.01619
1982-03-01,-2.0750008,32.97499,123.099304
1982-03-01,-2.0750008,33.024994,144.77457
1982-03-01,-2.0750008,33.074997,162.78864
1982-03-01,-2.0750008,33.125,152.23328
1982-03-01,-2.0250015,32.875,128.30733
1982-03-01,-2.0250015,32.925003,128.42978
1982-03-01,-2.0250015,32.97499,126.009865
1982-03-01,-2.0250015,33.024994,150.45941
1982-03-01,-2.0250015,33.074997,159.21399
1982-03-01,-2.0250015,33.125,154.0988
1982-03-01,-1.9750023,32.875,127.37102
1982-03-01,-1.9750023,32.925003,128.25375
1982-03-01,-1.9750023,32.97499,125.84044
1982-03-01,-1.9750023,33.024994,130.36829
1982-03-01,-1.9750023,33.074997,130.23041
1982-03-01,-1.9750023,33.125,141.3565
1982-04-01,-2.175003,32.875,243.70605
1982-04-01,-2.175003,32.925003,250.00371
1982-04-01,-2.175003,32.97499,269.636
1982-04-01,-2.175003,33.024994,273.51382
1982-04-01,-2.175003,33.074997,272.56912
1982-04-01,-2.175003,33.125,266.6184
1982-04-01,-2.125,32.875,253.43233
1982-04-01,-2.125,32.925003,254.8612
1982-04-01,-2.125,32.97499,283.58636
1982-04-01,-2.125,33.024994,274.8076
1982-04-01,-2.125,33.074997,262.93436
1982-04-01,-2.125,33.125,247.67363
1982-04-01,-2.0750008,32.875,261.4004
1982-04-01,-2.0750008,32.925003,248.58826
1982-04-01,-2.0750008,32.97499,242.85886
1982-04-01,-2.0750008,33.024994,219.36563
1982-04-01,-2.0750008,33.074997,240.44534
1982-04-01,-2.0750008,33.125,255.11328
1982-04-01,-2.0250015,32.875,258.95682
1982-04-01,-2.0250015,32.925003,245.20221
1982-04-01,-2.0250015,32.97499,238.83444
1982-04-01,-2.0250015,33.024994,222.1836
1982-04-01,-2.0250015,33.074997,252.41434
1982-04-01,-2.0250015,33.125,278.72534
1982-04-01,-1.9750023,32.875,231.70874
1982-04-01,-1.9750023,32.925003,226.41292
1982-04-01,-1.9750023,32.97499,235.00275
1982-04-01,-1.9750023,33.024994,236.98282
1982-04-01,-1.9750023,33.074997,239.03427
1982-04-01,-1.9750023,33.125,285.2647
1982-05-01,-2.175003,32.875,186.21567
1982-05-01,-2.175003,32.925003,185.99738
1982-05-01,-2.175003,32.97499,193.9849
1982-05-01,-2.175003,33.024994,194.28822
1982-05-01,-2.175003,33.074997,189.16913
1982-05-01,-2.175003,33.125,157.28032
1982-05-01,-2.125,32.875,182.75739
1982-05-01,-2.125,32.925003,182.20111
1982-05-01,-2.125,32.97499,206.59253
1982-05-01,-2.125,33.024994,209.0153
1982-05-01,-2.125,33.074997,190.4777
1982-05-01,-2.125,33.125,153.03735
1982-05-01,-2.0750008,32.875,189.66727
1982-05-01,-2.0750008,32.925003,183.28522
1982-05-01,-2.0750008,32.97499,186.98239
1982-05-01,-2.0750008,33.024994,168.4026
1982-05-01,-2.0750008,33.074997,163.9272
1982-05-01,-2.0750008,33.125,144.01022
1982-05-01,-2.0250015,32.875,184.55222
1982-05-01,-2.0250015,32.925003,177.69533
1982-05-01,-2.0250015,32.97499,182.862
1982-05-01,-2.0250015,33.024994,164.25163
1982-05-01,-2.0250015,33.074997,176.70435
1982-05-01,-2.0250015,33.125,155.71896
1982-05-01,-1.9750023,32.875,210.38678
1982-05-01,-1.9750023,32.925003,207.14319
1982-05-01,-1.9750023,32.97499,209.84253
1982-05-01,-1.9750023,33.024994,193.73329
1982-05-01,-1.9750023,33.074997,190.4299
1982-05-01,-1.9750023,33.125,167.96277
1982-06-01,-2.175003,32.875,11.05942
1982-06-01,-2.175003,32.925003,11.603139
1982-06-01,-2.175003,32.97499,9.684352
1982-06-01,-2.175003,33.024994,11.468582
1982-06-01,-2.175003,33.074997,14.232468
1982-06-01,-2.175003,33.125,12.709439
1982-06-01,-2.125,32.875,13.838341
1982-06-01,-2.125,32.925003,13.655859
1982-06-01,-2.125,32.97499,11.640904
1982-06-01,-2.125,33.024994,12.524624
1982-06-01,-2.125,33.074997,11.877808
1982-06-01,-2.125,33.125,11.434734
1982-06-01,-2.0750008,32.875,20.308868
