time,temperature
1895-09-15,-0.17572582288363295
1895-10-15,-0.14762864875867543
1895-11-15,-0.22115514607045048
1895-12-15,-0.23827800467325183
1896-01-15,-0.43224138348526947
1896-02-15,-0.218642000077339
1896-03-15,-0.4691799151047157
1896-04-15,-0.5994295866017044
1896-05-15,-0.2652109987791002
1896-06-15,-0.05853585773703479
1896-07-15,-0.036670514644267634
1896-08-15,-0.07852374876117298
1896-09-15,-0.07565768583482027
1896-10-15,0.12393712918632899
1896-11-15,-0.1322196483131507
1896-12-15,-0.22110619698883546
1897-01-15,-0.3106405794640994
1897-02-15,-0.4577258342309311
1897-03-15,-0.3136911995324224
1897-04-15,-0.09565206905432336
1897-05-15,0.07374750612735442
1897-06-15,-0.13201702389922224
1897-07-15,-0.04875367658271237
1897-08-15,-0.1446382804856921
1897-09-15,-0.1883895890709033
1897-10-15,-0.19851155862672268
1897-11-15,-0.2509931728858861
1897-12-15,-0.15275733466274818
1898-01-15,-0.14375836999249159
1898-02-15,-0.5536271778632652
1898-03-15,-0.5629396303308909
1898-04-15,-0.2940277712057448
1898-05-15,-0.33597798269032275
1898-06-15,-0.15021901588704897
1898-07-15,-0.21961288260952946
1898-08-15,-0.2514491157527841
1898-09-15,-0.21252844853709943
1898-10-15,-0.41680325598984347
1898-11-15,-0.6005352070097233
1898-12-15,-0.4780825135858675
1899-01-15,-0.2833925827468229
1899-02-15,-0.5423595999530259
1899-03-15,-0.5260171915254276
1899-04-15,-0.2339922550762941
1899-05-15,-0.3115117511558706
1899-06-15,-0.36096022471561523
1899-07-15,-0.21748290529512815
1899-08-15,-0.14676516129312908
1899-09-15,-0.09637148279906216
1899-10-15,-0.06120209923102539
1899-11-15,0.15900907174633622
1899-12-15,-0.3995057744562595
1900-01-15,-0.5888275947806881
1900-02-15,-0.04596825294078342
1900-03-15,0.10864686481721084
1900-04-15,-0.14512749988505866
1900-05-15,-0.10823487302560188
1900-06-15,-0.14664667458258948
1900-07-15,-0.2023111065891054
1900-08-15,-0.146649919755417
1900-09-15,-0.1315557334305335
1900-10-15,0.07504358994653486
1900-11-15,-0.13431904732703034
1900-12-15,-0.2744840569684734
1901-01-15,-0.4328108269033451
1901-02-15,-0.002490430379456792
1901-03-15,0.13713305485049715
1901-04-15,-0.00169479602400303
1901-05-15,-0.2082438051705602
1901-06-15,-0.1246581237148747
1901-07-15,-0.1840703273327568
1901-08-15,-0.2691500668349256
1901-09-15,-0.26083688502767444
1901-10-15,-0.30424544335258796
1901-11-15,-0.2707325062242746
1901-12-15,-0.3532090541083419
1902-01-15,-0.43466624057721515
1902-02-15,-0.032073703697684176
1902-03-15,-0.6165407263900492
1902-04-15,-0.3819780987519307
1902-05-15,-0.4295336121058211
1902-06-15,-0.35855168326730785
1902-07-15,-0.3134133007361894
1902-08-15,-0.3527432981922121
1902-09-15,-0.39160832659162986
1902-10-15,-0.3682014711075697
1902-11-15,-0.5655151000030617
1902-12-15,-0.6383604333150572
1903-01-15,-0.3614085522331732
1903-02-15,0.039884906650895204
1903-03-15,-0.1279173360053864
1903-04-15,-0.4730812370191871
1903-05-15,-0.44879199370238226
1903-06-15,-0.46310869213064915
1903-07-15,-0.37852691492030294
1903-08-15,-0.49984954705403
1903-09-15,-0.55367365250828
1903-10-15,-0.5412758389992193
1903-11-15,-0.36450130106485323
1903-12-15,-0.44430512008707546
1904-01-15,-0.7190487794808174
1904-02-15,-0.6979929716690122
1904-03-15,-0.28425186017093096
1904-04-15,-0.4159820169713759
1904-05-15,-0.5132825326747642
1904-06-15,-0.45034103359083916
1904-07-15,-0.5523575888579967
1904-08-15,-0.46806576745760803
1904-09-15,-0.6030587252015709
1904-10-15,-0.4066083408121916
1904-11-15,-0.11172427211827445
1904-12-15,-0.35618362383258056
1905-01-15,-0.38691386694988705
1905-02-15,-0.5509970931077772
1905-03-15,-0.015638248849786866
1905-04-15,-0.2084846107246211
1905-05-15,-0.25964165762446173
1905-06-15,-0.33993785617401623
1905-07-15,-0.3404569816375051
1905-08-15,-0.20124989592392403
1905-09-15,-0.21881212115623608
1905-10-15,-0.2998518923343353
1905-11-15,-0.050333385507516294
1905-12-15,-0.21133459513381964
1906-01-15,-0.5488223725398377
1906-02-15,-0.40554582906346076
1906-03-15,-0.1654368820515832
1906-04-15,0.014911818973625554
1906-05-15,-0.24681180433531144
1906-06-15,-0.14932568836191543
1906-07-15,-0.2525061524807992
1906-08-15,-0.1090747757622422
1906-09-15,-0.26330101898168967
1906-10-15,-0.1067811134930844
1906-11-15,-0.40927755739185745
1906-12-15,-0.07143989168630756
1907-01-15,-0.6434818261833881
1907-02-15,-0.5628188048694795
1907-03-15,-0.2703087626857881
1907-04-15,-0.31353111841368303
1907-05-15,-0.5016817752485062
1907-06-15,-0.42731948927403685
1907-07-15,-0.4078955156228183
1907-08-15,-0.38215278020841703
1907-09-15,-0.3712640678316567
1907-10-15,-0.14647383462361596
1907-11-15,-0.46428255206830377
1907-12-15,-0.6154702252683205
1908-01-15,-0.6023933387603195
1908-02-15,-0.16813525609512564
1908-03-15,-0.5974096936204271
1908-04-15,-0.4300534132678134
1908-05-15,-0.2991175041233441
1908-06-15,-0.2640634688325935
1908-07-15,-0.2763551193048477
1908-08-15,-0.43284506964012975
1908-09-15,-0.2919599079160792
1908-10-15,-0.36881494739639403
1908-11-15,-0.5783355596646729
1908-12-15,-0.593831338416447
1909-01-15,-1.003304860311797
1909-02-15,-0.4481685659632298
1909-03-15,-0.6000569471709581
1909-04-15,-0.6167431932564296
1909-05-15,-0.5574200664941698
1909-06-15,-0.4926361749988834
1909-07-15,-0.40850823910165074
1909-08-15,-0.27623568725054654
1909-09-15,-0.37929837544003386
1909-10-15,-0.3590914756203855
1909-11-15,-0.3145826701338836
1909-12-15,-0.638886623818719
1910-01-15,-0.5197295942493159
1910-02-15,-0.3345425625911375
1910-03-15,-0.5269921964059943
1910-04-15,-0.4442548875470711
1910-05-15,-0.28146192342523513
1910-06-15,-0.3804056915439917
1910-07-15,-0.3292573369413474
1910-08-15,-0.316265605579134
1910-09-15,-0.370973289227456
1910-10-15,-0.34619607993573015
1910-11-15,-0.5306930419553575
1910-12-15,-0.8049728375992027
1911-01-15,-0.8483918873202433
1911-02-15,-0.562834650873964
1911-03-15,-0.6643050801169541
1911-04-15,-0.4808124701806813
1911-05-15,-0.4729768055023329
1911-06-15,-0.4163150442910292
1911-07-15,-0.337826486441812
1911-08-15,-0.38803854097513396
1911-09-15,-0.41963507334028566
1911-10-15,-0.13361745569927141
1911-11-15,-0.1864955808204613
1911-12-15,-0.22868233496509593
1912-01-15,-0.25212427953423616
1912-02-15,-0.25261654929822114
1912-03-15,-0.5248050851557661
1912-04-15,-0.10155140671720168
1912-05-15,-0.20415311875192646
1912-06-15,-0.16782976694439827
1912-07-15,-0.5650653289458286
1912-08-15,-0.6760292929375261
1912-09-15,-0.6941194813405661
1912-10-15,-0.7304695078567683
1912-11-15,-0.34515490639609714
1912-12-15,-0.4644399492556885
1913-01-15,-0.6100678062221857
1913-02-15,-0.4683668731394786
1913-03-15,-0.3418741900478615
1913-04-15,-0.38655457485165373
1913-05-15,-0.43148455825680293
1913-06-15,-0.4690952794262976
1913-07-15,-0.44599058195606883
1913-08-15,-0.3812048296823611
1913-09-15,-0.36008439012154486
1913-10-15,-0.3822913132806138
1913-11-15,-0.2736522701785284
1913-12-15,0.09346390259123975
1914-01-15,-0.1151404554416774
1914-02-15,-0.13752997656243876
1914-03-15,-0.3978344821980112
1914-04-15,-0.3545281648382054
1914-05-15,-0.2357974416689196
1914-06-15,-0.2572621301720733
1914-07-15,-0.3150082031396418
1914-08-15,-0.14739266358110475
1914-09-15,-0.22350714122693685
1914-10-15,0.013607793536194086
1914-11-15,-0.24105929675554424
1914-12-15,0.11466521584032226
1915-01-15,-0.39966299808116934
1915-02-15,-0.14320731662736727
1915-03-15,-0.13508327379126467
1915-04-15,0.14677482763353009
1915-05-15,-0.00145006521668653
1915-06-15,-0.2223668038703504
1915-07-15,-0.14757707889638386
1915-08-15,-0.3152095503379878
1915-09-15,-0.24176941264362525
1915-10-15,-0.3176577284227004
1915-11-15,-0.19796165441715266
1915-12-15,-0.4999683383693788
1916-01-15,-0.17432122705942676
1916-02-15,-0.0935181695095561
1916-03-15,-0.28744452131124604
1916-04-15,-0.3299455708564341
1916-05-15,-0.36325434834654496
1916-06-15,-0.48949855528376335
1916-07-15,-0.38624355510527636
1916-08-15,-0.26582702361456895
1916-09-15,-0.3854226863096642
1916-10-15,-0.21752090828008172
1916-11-15,-0.4346965808374181
1916-12-15,-1.1491173944664352
1917-01-15,-0.5756576324973125
1917-02-15,-0.5790521590062833
1917-03-15,-0.6439472549098584
1917-04-15,-0.5741959823113504
1917-05-15,-0.5285091713114669
1917-06-15,-0.40397005456603624
1917-07-15,-0.20681732558804528
1917-08-15,-0.24124676007466356
1917-09-15,-0.28636720259078413
1917-10-15,-0.5211709117300969
1917-11-15,-0.4059313132863404
1917-12-15,-0.9530431531037887
1918-01-15,-0.7203597948454942
1918-02-15,-0.397456455496103
1918-03-15,-0.24264714217677583
1918-04-15,-0.4465445324330593
1918-05-15,-0.5055195942781386
1918-06-15,-0.4019639297734691
1918-07-15,-0.34081898487271517
1918-08-15,-0.398428147729452
1918-09-15,-0.16907752167109688
1918-10-15,-0.06431056050178822
1918-11-15,-0.20640445448526043
1918-12-15,-0.4558462872597034
1919-01-15,-0.3588733497542963
1919-02-15,-0.5592775483282502
1919-03-15,-0.41830424323722476
1919-04-15,-0.2620649964258433
1919-05-15,-0.26133738251713895
1919-06-15,-0.3884357672133468
1919-07-15,-0.2836900046016635
1919-08-15,-0.21900234804609242
1919-09-15,-0.1795336910409741
1919-10-15,-0.09495517950991846
1919-11-15,-0.5070630573829187
1919-12-15,-0.43470326820812355
1920-01-15,-0.29057903762269927
1920-02-15,-0.12041016833934795
1920-03-15,0.01970204376268748
1920-04-15,-0.16201413871446815
1920-05-15,-0.22675641899683976
1920-06-15,-0.32193337272502953
1920-07-15,-0.3033807149811371
1920-08-15,-0.24532626902633436
1920-09-15,-0.28249959942606123
1920-10-15,-0.40196629195579187
1920-11-15,-0.2974146351211529
1920-12-15,-0.5744632639959034
1921-01-15,-0.06119984665639293
1921-02-15,-0.14988364775327725
1921-03-15,-0.23139044531898809
1921-04-15,-0.2504797465923355
1921-05-15,-0.3279210956960529
1921-06-15,-0.17610754949320878
1921-07-15,-0.12415338909689576
1921-08-15,-0.3050486805696495
1921-09-15,-0.21939232501887368
1921-10-15,0.00924260149560587
1921-11-15,0.026569540975666044
1921-12-15,-0.2641730103347865
1922-01-15,-0.26235106280357284
1922-02-15,-0.680368413727731
1922-03-15,-0.15534736968217863
1922-04-15,-0.2383947672957251
1922-05-15,-0.3661358518299799
1922-06-15,-0.24333847034004175
1922-07-15,-0.2628172569560585
1922-08-15,-0.35252650490893994
1922-09-15,-0.41166118786069616
1922-10-15,-0.36053981564050347
1922-11-15,-0.08693891630357756
1922-12-15,-0.0969148914508046
1923-01-15,-0.37631430756934914
1923-02-15,-0.2481964951253234
1923-03-15,-0.3785874388588022
1923-04-15,-0.3839430221815923
1923-05-15,-0.35620310625163265
1923-06-15,-0.2422330117805194
1923-07-15,-0.27438887845552096
1923-08-15,-0.2484186316596074
1923-09-15,-0.2810671935921978
1923-10-15,0.048126168606142876
1923-11-15,0.10707126448679563
1923-12-15,-0.049159475018303325
1924-01-15,-0.2949788069660318
1924-02-15,-0.26163639854560433
1924-03-15,0.08277301259031221
1924-04-15,-0.4332354620145458
1924-05-15,-0.09235217318086605
1924-06-15,-0.2512220878571318
1924-07-15,-0.27969249258360834
1924-08-15,-0.29357900655479974
1924-09-15,-0.26821394384821123
1924-10-15,-0.2704588819735668
1924-11-15,0.08695456116321022
1924-12-15,-0.29005847754900776
1925-01-15,-0.3077812974355219
1925-02-15,-0.4093043841567732
1925-03-15,-0.2987048622372836
1925-04-15,-0.22041955438504093
1925-05-15,-0.29090110749144416
1925-06-15,-0.3302284014475517
1925-07-15,-0.29387445230585285
1925-08-15,-0.21967583464210116
1925-09-15,-0.2016932862266279
1925-10-15,-0.11339628253573045
1925-11-15,0.11557404711866189
1925-12-15,0.1241699849621688
1926-01-15,0.3916626382158113
1926-02-15,-0.05979299940812393
1926-03-15,0.36119840995509156
1926-04-15,-0.06793635117485357
1926-05-15,-0.2845565034823357
1926-06-15,-0.3120284900380296
1926-07-15,-0.26813605894677695
1926-08-15,-0.07830672484611248
1926-09-15,-0.1142174360544395
1926-10-15,-0.035886914578303925
1926-11-15,0.09771366476619617
1926-12-15,-0.33637825901519386
1927-01-15,-0.33444861879472026
1927-02-15,-0.06247415640830854
1927-03-15,-0.5126609423414328
1927-04-15,-0.33022076306278425
1927-05-15,-0.1517846260119664
1927-06-15,-0.19770562992359472
1927-07-15,-0.169803085007694
1927-08-15,-0.24974622265758203
1927-09-15,-0.09228023690083317
1927-10-15,0.050853950620092854
1927-11-15,-0.045076957767298705
1927-12-15,-0.3743229282567264
1928-01-15,0.11344723515806962
1928-02-15,0.11915526206005117
1928-03-15,-0.20682870080395185
1928-04-15,-0.2877115782029985
1928-05-15,-0.3353698991736002
1928-06-15,-0.3833900036854674
1928-07-15,-0.1977919030934572
1928-08-15,-0.18102815625078097
1928-09-15,-0.1832389408228319
1928-10-15,-0.14873719804065216
1928-11-15,0.04654833615987296
1928-12-15,0.055037546662535256
1929-01-15,-0.31335411895420384
1929-02-15,-0.3541305237150974
1929-03-15,-0.3503132362175079
1929-04-15,-0.4734630565338862
1929-05-15,-0.4095779891784254
1929-06-15,-0.470576618420306
1929-07-15,-0.4164340037739291
1929-08-15,-0.35481973522249505
1929-09-15,-0.23214274112617814
1929-10-15,-0.024498137832814893
1929-11-15,-0.0431508111004694
1929-12-15,-0.4984743311148844
1930-01-15,0.024058876137441728
1930-02-15,-0.3728481023475401
1930-03-15,-0.04038928082406211
1930-04-15,-0.21635708443636031
1930-05-15,-0.21215916375798685
1930-06-15,-0.19006879257168946
1930-07-15,-0.2198984644333978
1930-08-15,-0.10193097363272138
1930-09-15,-0.1341142738682151
1930-10-15,-0.24577097122353303
1930-11-15,0.5752132192154228
1930-12-15,0.02347734786140337
1931-01-15,-0.40741229968053383
1931-02-15,0.02223605492958737
1931-03-15,-0.26795796890843027
1931-04-15,-0.4184441187609239
1931-05-15,-0.10270361112567439
1931-06-15,-0.008252441045199985
1931-07-15,0.053039870758587536
1931-08-15,-0.011161007417563805
1931-09-15,0.10300680639518038
1931-10-15,0.5026784164049908
1931-11-15,0.5765595900036106
1931-12-15,0.23895071468219178
1932-01-15,0.17510422945502324
1932-02-15,0.13031229926074744
1932-03-15,0.0727350290534188
1932-04-15,0.08997729329181649
1932-05-15,0.03556145813678792
1932-06-15,-0.2772737731876198
1932-07-15,-0.20099897688101304
1932-08-15,0.003331142678372668
1932-09-15,0.25233708617414774
1932-10-15,0.15320450543229508
1932-11-15,-0.5227761033599371
1932-12-15,-0.1766676275729885
1933-01-15,0.4216912036658934
1933-02-15,0.135470912073628
1933-03-15,-0.2724130343279368
1933-04-15,-0.11221465309228935
1933-05-15,-0.33492829764712145
1933-06-15,-0.40032331835768215
1933-07-15,-0.1955653332306367
1933-08-15,-0.20896604133143548
1933-09-15,-0.3978980802782592
1933-10-15,-0.2820566430404888
1933-11-15,-0.5940345877880632
1933-12-15,-0.7328475123843254
1934-01-15,0.11506118997123019
1934-02-15,0.5330201034328155
1934-03-15,0.013418291610237625
1934-04-15,-0.39334230926741326
1934-05-15,0.040329771842125196
1934-06-15,-0.0909561675026286
1934-07-15,-0.11190687272604181
1934-08-15,-0.09799868355722223
1934-09-15,-0.13984212657556946
1934-10-15,0.10587220309500914
1934-11-15,0.26462855228921023
1934-12-15,0.14539478387850777
1935-01-15,-0.43577946935586925
1935-02-15,0.34826731160443347
1935-03-15,-0.0604588981808281
1935-04-15,-0.36437723736451594
1935-05-15,-0.27505714319723623
1935-06-15,-0.20352001378838142
1935-07-15,-0.20362252676352074
1935-08-15,-0.2016323336864855
1935-09-15,-0.20622601643009317
1935-10-15,0.019721598816785927
1935-11-15,-0.22696040164403236
1935-12-15,-0.05243311303074987
1936-01-15,-0.32764259249649114
1936-02-15,-0.44425412552003873
1936-03-15,-0.2427444085004514
1936-04-15,-0.02069229631717618
1936-05-15,-0.1353652561327133
1936-06-15,-0.07448430326788148
1936-07-15,-0.007168205788436403
1936-08-15,-0.08559042284241508
1936-09-15,0.1545353397333385
1936-10-15,0.1996949256703501
1936-11-15,0.4175667497502687
1936-12-15,0.30104874200530485
1937-01-15,0.8122016601277724
1937-02-15,0.135446425543965
1937-03-15,-0.2276365761566457
1937-04-15,0.03500744655421309
1937-05-15,0.1868702467191817
1937-06-15,0.07336152514402
1937-07-15,0.009823999780416495
1937-08-15,-0.01686592181847744
1937-09-15,0.0751182353807906
1937-10-15,0.23101902851128558
1937-11-15,0.29321871150708173
1937-12-15,0.17668355134901978
1938-01-15,0.6182379594235476
1938-02-15,0.6208323227165755
1938-03-15,0.5519656190450986
1938-04-15,0.275748539316886
1938-05-15,-0.015389302781918471
1938-06-15,-0.039730256560614435
1938-07-15,-0.06392812834486378
1938-08-15,0.006274810134119522
1938-09-15,0.16992975915172992
1938-10-15,0.628251631897496
1938-11-15,0.5430976751738725
1938-12-15,0.35052870618214205
1939-01-15,-0.04289787985469768
1939-02-15,0.10378655561044836
1939-03-15,-0.17372791504150364
1939-04-15,-0.04894994218438605
1939-05-15,-0.017342361320593865
1939-06-15,-0.03886069456984005
1939-07-15,-2.2542175179677849e-4
1939-08-15,-0.06909727642388355
1939-09-15,-0.050749248883958084
1939-10-15,0.06086686038055838
1939-11-15,0.2736813245896836
1939-12-15,0.5834155206593863
1940-01-15,0.3964099740747
1940-02-15,0.05473077341465864
1940-03-15,-0.11718386902945917
1940-04-15,0.16566070805105815
1940-05-15,0.18495200159665956
1940-06-15,0.233718286313172
1940-07-15,0.12473175062871895
1940-08-15,0.10759976413760024
1940-09-15,0.4217284669104052
1940-10-15,0.2995157920179978
1940-11-15,0.2552129775194694
1940-12-15,0.4971557597873265
1941-01-15,-0.1519894732808137
1941-02-15,0.3792295711664657
1941-03-15,0.09350221450284284
1941-04-15,-0.047356443007855756
1941-05-15,0.2653115986543508
1941-06-15,0.12034617061351514
1941-07-15,0.24353675712554979
1941-08-15,0.12635945762041448
1941-09-15,-0.11352510894727369
1941-10-15,0.4268647565407003
1941-11-15,0.032140148034710686
1941-12-15,0.1982318439926615
1942-01-15,0.9990021113832223
1942-02-15,0.19801644895607146
1942-03-15,-0.2561497795917033
1942-04-15,0.0015891362572044733
1942-05-15,0.3230244983688336
1942-06-15,0.12461287945281126
1942-07-15,0.026796101786168067
1942-08-15,0.0020002918621716916
1942-09-15,0.1434264985868071
1942-10-15,0.3141505636542192
1942-11-15,0.24663066718546334
1942-12-15,0.6627379770847998
1943-01-15,0.0703086755266294
1943-02-15,0.5780171435983804
1943-03-15,0.22787639386482558
1943-04-15,0.5599000016676449
1943-05-15,0.30569913356823786
1943-06-15,0.14322013985202794
1943-07-15,0.11246220678859932
1943-08-15,0.07581139061822492
1943-09-15,0.1240957131660362
1943-10-15,0.4477292274114281
1943-11-15,0.4580175363224608
1943-12-15,0.30601311491777894
1944-01-15,0.5779722509493792
1944-02-15,0.4190822340377918
1944-03-15,0.3538539205304385
1944-04-15,0.28025047686360793
1944-05-15,0.20808947812040132
1944-06-15,0.09173912838425326
1944-07-15,0.09170413635433783
1944-08-15,0.12583919547368844
1944-09-15,0.28388538794739476
1944-10-15,0.3819544288332138
1944-11-15,0.23236634279855922
1944-12-15,0.3073659799370227
1945-01-15,0.25770852946153205
1945-02-15,0.17011721825597365
1945-03-15,0.08594363095491389
1945-04-15,0.25692856037628026
1945-05-15,0.0581588842422163
1945-06-15,-0.039114460151403546
1945-07-15,-0.02164659198452504
1945-08-15,0.23853852095182027
1945-09-15,0.1383973885444752
1945-10-15,0.3051380723450206
1945-11-15,0.01940408830051709
1945-12-15,0.013420333320969756
1946-01-15,0.2483516039289231
1946-02-15,-0.32149957276351837
1946-03-15,0.13718438813447456
1946-04-15,0.06800337305818387
1946-05-15,-0.012442677367941125
1946-06-15,-0.10439132379563502
1946-07-15,-0.09428231865277563
1946-08-15,-0.26122516211608554
1946-09-15,-0.09907800169649364
1946-10-15,-0.0932756352268304
1946-11-15,0.03638884795163214
1946-12-15,-0.2027706915433448
1947-01-15,0.3717562817744671
1947-02-15,0.12215640859929705
1947-03-15,0.24643115897103002
1947-04-15,0.07594180319433112
1947-05-15,0.07587158397281471
1947-06-15,0.0028667476649840563
1947-07-15,-0.042669783218917894
1947-08-15,-0.06248285182699336
1947-09-15,-0.07806948794013578
1947-10-15,0.6256383762880404
1947-11-15,0.4534300461664776
1947-12-15,-0.023946878044356072
1948-01-15,0.045471138598835704
1948-02-15,-0.32469861141131945
1948-03-15,-0.16843409285626015
1948-04-15,-0.24477719441634893
1948-05-15,0.09798043305488045
1948-06-15,0.024828570873609606
1948-07-15,-0.11457934940389192
1948-08-15,-0.131469355388756
1948-09-15,-0.04393306248484036
1948-10-15,0.29604364761823676
1948-11-15,-0.009847916746870505
1948-12-15,-0.8286316959482752
1949-01-15,-0.14838759358250353
1949-02-15,-0.07928008193914841
1949-03-15,0.4303517421185845
1949-04-15,-0.2344914604097159
1949-05-15,-0.18019083025164914
1949-06-15,-0.3779309027240921
