lon,lat,year,temperature
-175,-49,1990,0.14833333
-175,-49,2020,0.539999988
-175,-49,2021,0.739999983
-175,-47,1990,0.236666661
-175,-47,2020,0.566666654
-175,-47,2021,0.758333316
-175,-45,1990,0.355833325
-175,-45,2020,0.604999986
-175,-45,2021,0.733333317
-175,-43,1990,0.429166657
-175,-43,2020,0.612499986
-175,-43,2021,0.696666651
-175,-41,1990,0.438333324
-175,-41,2020,0.679166651
-175,-41,2021,0.668333318
-175,-39,1990,0.417499991
-175,-39,2020,0.74666665
-175,-39,2021,0.659999985
-175,-37,1990,0.419166657
-175,-37,2020,0.801666649
-175,-37,2021,0.662499985
-175,-35,1990,0.428333324
-175,-35,2020,0.837499981
-175,-35,2021,0.668333318
-175,-33,1990,0.419999991
-175,-33,2020,0.844999981
-175,-33,2021,0.679166651
-175,-31,1990,0.374166658
-175,-31,2020,0.819166648
-175,-31,2021,0.708333318
-175,-29,1990,0.284999994
-175,-29,2020,0.772499983
-175,-29,2021,0.76416665
-175,-27,1990,0.181666663
-175,-27,2020,0.733333317
-175,-27,2021,0.842499981
-175,-25,1990,0.091666665
-175,-25,2020,0.710833317
-175,-25,2021,0.906666646
-175,-23,1990,0.004166667
-175,-23,2020,0.689166651
-175,-23,2021,0.931666646
-175,-21,1990,0.003333333
-175,-21,2020,0.662499985
-175,-21,2021,0.88999998
-175,-19,1990,0.02
-175,-19,2020,0.637499986
-175,-19,2021,0.813333315
-175,-17,1990,0.037499999
-175,-17,2020,0.626666653
-175,-17,2021,0.708333318
-175,-15,1990,0.115833331
-175,-15,2020,0.637499986
-175,-15,2021,0.576666654
-175,-13,1990,0.273333327
-175,-13,2020,0.793333316
-175,-13,2021,0.574166654
-175,-11,1990,0.29416666
-175,-11,2020,0.740833317
-175,-11,2021,0.414999991
-175,-9,1990,0.364166659
-175,-9,2020,0.728333317
-175,-9,2021,0.304999993
-175,-7,1990,0.505833322
-175,-7,2020,0.706666651
-175,-7,2021,0.189166662
-175,-5,1990,0.681666651
-175,-5,2020,0.632499986
-175,-5,2021,0.040833332
-175,-3,1990,0.834166648
-175,-3,2020,0.519999988
-175,-3,2021,-0.125833331
-175,-1,1990,0.939166646
-175,-1,2020,0.410833324
-175,-1,2021,-0.264999994
-175,1,1990,0.949999979
-175,1,2020,0.380833325
-175,1,2021,-0.28166666
-175,3,1990,0.916666646
-175,3,2020,0.429166657
-175,3,2021,-0.166666663
-175,5,1990,0.824166648
-175,5,2020,0.486666656
-175,5,2021,-0.006666667
-175,7,1990,0.703333318
-175,7,2020,0.526666655
-175,7,2021,0.129999997
-175,9,1990,0.584999987
-175,9,2020,0.554999988
-175,9,2021,0.213333329
-175,11,1990,0.479166656
-175,11,2020,0.586666654
-175,11,2021,0.236666661
-175,13,1990,0.388333325
-175,13,2020,0.628333319
-175,13,2021,0.236666661
-175,15,1990,0.295833327
-175,15,2020,0.702499984
-175,15,2021,0.300833327
-175,17,1990,0.204999995
-175,17,2020,0.699999984
-175,17,2021,0.345833326
-175,19,1990,0.123333331
-175,19,2020,0.674166652
-175,19,2021,0.384166658
-175,21,1990,0.047499999
-175,21,2020,0.643333319
-175,21,2021,0.443333323
-175,23,1990,-0.020833333
-175,23,2020,0.623333319
-175,23,2021,0.519999988
-175,25,1990,-0.080833332
-175,25,2020,0.639166652
-175,25,2021,0.689999985
-175,27,1990,-0.054166665
-175,27,2020,0.703333318
-175,27,2021,0.900833313
-175,29,1990,0.082499998
-175,29,2020,0.770833316
-175,29,2021,1.115833308
-175,31,1990,0.28666666
-175,31,2020,0.774166649
-175,31,2021,1.243333306
-175,33,1990,0.505833322
-175,33,2020,0.677499985
-175,33,2021,1.247499972
-175,35,1990,0.694166651
-175,35,2020,0.522499988
-175,35,2021,1.17916664
-175,37,1990,0.798333315
-175,37,2020,0.405833324
-175,37,2021,1.133333308
-175,39,1990,0.777499983
-175,39,2020,0.373333325
-175,39,2021,1.133333308
-175,41,1990,0.596666653
-175,41,2020,0.389166658
-175,41,2021,1.109166642
-175,43,1990,0.309999993
-175,43,2020,0.377499992
-175,43,2021,0.906666646
-175,45,1990,0.203333329
-175,45,2020,0.419166657
-175,45,2021,0.693333318
-175,47,1990,0.127499997
-175,47,2020,0.490833322
-175,47,2021,0.474999989
-175,49,1990,0.146666663
-175,49,2020,0.574999987
-175,49,2021,0.46749999
-175,51,1990,0.274999994
-175,51,2020,0.863333314
-175,51,2021,0.762499983
-175,53,1990,0.408333324
-175,53,2020,1.140833308
-175,53,2021,1.032499977
-175,55,1990,0.400833324
-175,55,2020,1.165833307
-175,55,2021,0.90999998
-175,57,1990,0.400833324
-175,57,2020,1.556666632
-175,57,2021,1.177499974
-175,59,1990,0.257499994
-175,59,2020,1.883333291
-175,59,2021,1.424166635
-175,61,1990,0.14583333
-175,61,2020,2.009166622
-175,61,2021,1.329166637
-175,63,1990,0.070833332
-175,63,2020,2.117499953
-175,63,2021,0.935833312
-175,65,1990,0.186666662
-175,65,2020,2.39083328
-175,65,2021,0.745833317
-175,67,1990,0.368333325
-175,67,2020,2.342499948
-175,67,2021,0.422499991
-175,69,1990,0.420833324
-175,69,2020,2.419999946
-175,69,2021,0.455833323
-175,71,1990,0.507499989
-175,71,2020,2.527499944
-175,71,2021,0.527499988
-175,73,1990,0.614999986
-175,73,2020,2.623333275
-175,73,2021,0.604999986
-175,75,1990,0.769166649
-175,75,2020,2.744999939
-175,75,2021,0.714999984
-175,77,1990,1.095833309
-175,77,2020,2.9816666
-175,77,2021,1.02833331
-175,79,1990,1.416666635
-175,79,2020,3.287499927
-175,79,2021,1.369999969
-175,81,1990,1.509999966
-175,81,2020,3.42416659
-175,81,2021,1.609999964
-175,83,1990,0.91499998
-175,83,2020,3.796666582
-175,83,2021,3.72583325
-175,85,1990,0.91499998
-175,85,2020,3.796666582
-175,85,2021,3.72583325
-175,87,1990,0.91499998
-175,87,2020,3.796666582
-175,87,2021,3.72583325
-175,89,1990,0.91499998
-175,89,2020,3.796666582
-175,89,2021,3.72583325
-173,-89,1990,-0.207499995
-173,-89,2020,0.482499989
-173,-89,2021,-1.06083331
-173,-87,1990,-0.207499995
-173,-87,2020,0.482499989
-173,-87,2021,-1.06083331
-173,-85,1990,-0.207499995
-173,-85,2020,0.482499989
-173,-85,2021,-1.06083331
-173,-83,1990,-0.207499995
-173,-83,2020,0.482499989
-173,-83,2021,-1.06083331
-173,-81,1990,0.069166665
-173,-81,2020,1.139999975
-173,-81,2021,0.156666663
-173,-79,1990,0.127499997
-173,-79,2020,1.219999973
-173,-79,2021,0.30916666
-173,-77,1990,0.239999995
-173,-77,2020,1.339166637
