pressure,lon,lat,temp,anomaly
0,-14.5,-10.5,25.205,-1.6996102112676077
0,-13.5,-10.5,25.1049,-1.7997102112676053
0,-12.5,-10.5,24.9907,-1.9139102112676056
0,-11.5,-10.5,24.8622,-2.0424102112676046
0,-10.5,-10.5,24.7333,-2.171310211267606
0,-9.5,-10.5,24.6079,-2.296710211267605
0,-8.5,-10.5,24.4992,-2.4054102112676077
0,-7.5,-10.5,24.3996,-2.5050102112676065
0,-6.5,-10.5,24.3065,-2.598110211267606
0,-5.5,-10.5,24.2254,-2.6792102112676055
0,-4.5,-10.5,24.1523,-2.7523102112676057
0,-3.5,-10.5,24.0915,-2.813110211267606
0,-2.5,-10.5,24.0327,-2.8719102112676076
0,-1.5,-10.5,23.9705,-2.9341102112676047
0,-0.5,-10.5,23.9068,-2.9978102112676055
0,0.5,-10.5,23.8552,-3.049410211267606
0,1.5,-10.5,23.8298,-3.0748102112676072
0,2.5,-10.5,23.8449,-3.059710211267607
0,3.5,-10.5,23.9016,-3.0030102112676076
0,4.5,-10.5,23.9939,-2.910710211267606
0,5.5,-10.5,24.123,-2.781610211267605
0,6.5,-10.5,24.278,-2.6266102112676073
0,7.5,-10.5,24.4611,-2.4435102112676077
0,8.5,-10.5,24.6245,-2.280110211267605
0,9.5,-10.5,24.7616,-2.1430102112676046
0,10.5,-10.5,24.8828,-2.0218102112676064
0,11.5,-10.5,25.0006,-1.9040102112676074
0,12.5,-10.5,25.097,-1.8076102112676047
0,41.5,-10.5,27.087,0.18238978873239375
0,42.5,-10.5,27.1568,0.2521897887323945
0,43.5,-10.5,27.1691,0.26448978873239426
0,44.5,-10.5,27.1587,0.25408978873239363
0,45.5,-10.5,27.1352,0.2305897887323951
0,46.5,-10.5,27.0954,0.1907897887323955
0,47.5,-10.5,27.0257,0.12108978873239451
0,48.5,-10.5,26.9294,0.024789788732395124
0,49.5,-10.5,26.8471,-0.057510211267604916
0,50.5,-10.5,26.8693,-0.03531021126760692
0,51.5,-10.5,26.9319,0.02728978873239285
0,52.5,-10.5,27.0099,0.10528978873239225
0,53.5,-10.5,27.0885,0.1838897887323938
0,54.5,-10.5,27.1584,0.25378978873239433
0,55.5,-10.5,27.2098,0.30518978873239533
0,56.5,-10.5,27.243,0.33838978873239256
0,57.5,-10.5,27.2681,0.36348978873239446
0,58.5,-10.5,27.2954,0.3907897887323948
0,59.5,-10.5,27.3331,0.42848978873239574
0,60.5,-10.5,27.3875,0.4828897887323933
0,61.5,-10.5,27.4163,0.5116897887323937
0,62.5,-10.5,27.4596,0.5549897887323922
0,63.5,-10.5,27.471,0.5663897887323941
0,64.5,-10.5,27.4813,0.576689788732395
0,65.5,-10.5,27.4819,0.5772897887323936
0,66.5,-10.5,27.4769,0.5722897887323946
0,67.5,-10.5,27.4589,0.5542897887323939
0,68.5,-10.5,27.4319,0.52728978873239285
0,69.5,-10.5,27.4027,0.4980897887323934
0,70.5,-10.5,27.3851,0.48048978873239534
0,71.5,-10.5,27.3871,0.48248978873239423
0,72.5,-10.5,27.4029,0.49828978873239294
0,73.5,-10.5,27.4262,0.5215897887323955
0,74.5,-10.5,27.4532,0.548589788732393
0,75.5,-10.5,27.4778,0.5731897887323925
0,76.5,-10.5,27.4981,0.5934897887323949
0,77.5,-10.5,27.5148,0.610189788732395
0,78.5,-10.5,27.5305,0.625889788732394
0,79.5,-10.5,27.5453,0.640689788732395
0,80.5,-10.5,27.5594,0.6547897887323941
0,81.5,-10.5,27.5737,0.6690897887323928
0,82.5,-10.5,27.5839,0.6792897887323939
0,83.5,-10.5,27.598,0.693389788732393
0,84.5,-10.5,27.6159,0.7112897887323939
0,85.5,-10.5,27.6454,0.7407897887323927
0,86.5,-10.5,27.6849,0.780289788732393
0,87.5,-10.5,27.7251,0.8204897887323952
0,88.5,-10.5,27.7652,0.8605897887323941
0,89.5,-10.5,27.8,0.8953897887323947
0,90.5,-10.5,27.8185,0.9138897887323942
0,91.5,-10.5,27.8303,0.9256897887323952
0,92.5,-10.5,27.8323,0.927689788732394
0,93.5,-10.5,27.8376,0.9329897887323924
0,94.5,-10.5,27.8521,0.9474897887323941
0,95.5,-10.5,27.8817,0.9770897887323926
0,96.5,-10.5,27.9196,1.014989788732393
0,97.5,-10.5,27.9473,1.0426897887323925
0,98.5,-10.5,27.9565,1.0518897887323924
0,99.5,-10.5,27.9543,1.049689788732394
0,100.5,-10.5,27.9347,1.0300897887323934
0,101.5,-10.5,27.9047,1.0000897887323923
0,102.5,-10.5,27.8663,0.961689788732393
0,103.5,-10.5,27.8244,0.9197897887323947
0,104.5,-10.5,27.7939,0.8892897887323947
0,105.5,-10.5,27.7833,0.8786897887323946
0,106.5,-10.5,27.79,0.8853897887323932
0,107.5,-10.5,27.8177,0.9130897887323925
0,108.5,-10.5,27.8646,0.9599897887323934
0,109.5,-10.5,27.9163,1.0116897887323937
0,110.5,-10.5,27.9549,1.0502897887323925
0,111.5,-10.5,27.962,1.0573897887323938
0,112.5,-10.5,27.9411,1.0364897887323927
0,113.5,-10.5,27.927,1.0223897887323936
0,114.5,-10.5,27.943,1.0383897887323954
0,115.5,-10.5,27.9949,1.0902897887323952
0,116.5,-10.5,28.0644,1.1597897887323931
0,117.5,-10.5,28.1407,1.236089788732393
0,118.5,-10.5,28.1945,1.2898897887323955
0,119.5,-10.5,28.2211,1.3164897887323939
0,120.5,-10.5,28.2289,1.3242897887323934
0,121.5,-10.5,28.2418,1.3371897887323954
0,122.5,-10.5,28.2962,1.391589788732393
0,123.5,-10.5,28.4066,1.501989788732395
0,124.5,-10.5,28.5457,1.641089788732394
0,125.5,-10.5,28.6862,1.7815897887323935
0,126.5,-10.5,28.5681,1.6634897887323952
0,127.5,-10.5,28.5101,1.6054897887323953
0,128.5,-10.5,28.4713,1.5666897887323934
0,129.5,-10.5,28.4374,1.5327897887323942
0,130.5,-10.5,28.2655,1.3608897887323934
0,131.5,-10.5,28.184,1.279389788732395
0,132.5,-10.5,28.1628,1.2581897887323947
