date,village,port,ground,sex,dml,tl,weight,lat,lon
2018-01-03,Songosongo,Pembeni,IMBI,M,11,84,1.35,-8.5232028,39.5028723
2018-01-05,Jibondo,WALANI,LWALA,M,14,91,1.075,-7.9733902,39.7280478
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,M,17,111,2.76,-8.523117,39.5027721
2017-12-22,Songosongo,Pembeni,IMBI,F,11,76,1.136,-6.8697843,39.2545519
2017-12-19,Bwejuu,Kusini,NYAMALILE,M,15.5,110,2.65,-7.916452,39.6589407
2018-02-02,Songosongo,Pembeni,IMBI,F,11,60,0.545,-8.5265244,39.5089154
2017-12-31,Bwejuu,Kusini,NYAMALILE,M,12,115,1.79,-7.9163194,39.6545582
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,12,72,0.685,-8.3978381,39.280793
2018-03-01,Somanga,Mbuyuni,BANDA,M,18,110,1.705,-8.3977032,39.2806454
2018-01-16,Songosongo,FUNGUNI,NYAMAMBI,M,18,102,2.905,-8.5260493,39.5082688
2018-01-19,Jibondo,WALANI,KITUTIA,F,7.5,61,0.395,-7.9734177,39.7280679
2018-02-02,Somanga,Mbuyuni,MCHANGA MUOVU,M,19,144,2.895,-8.3913841,39.2828327
2018-02-03,Somanga,Mbuyuni,MWAMBA JAHAZI,M,20,128,2.171,-8.3926445,39.2815348
2018-01-03,Songosongo,Pembeni,IMBI,F,10,62,0.74,-8.5232028,39.5028723
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,17,95,1.539,-8.3903068,39.2802368
2018-01-14,Songosongo,Pembeni,IMBI,F,10,57,0.595,-8.5232831,39.5029609
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,F,11,65,0.705,-7.9734177,39.7280679
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,12,70,0.713,-8.3978381,39.280793
2018-01-21,Bwejuu,Kusini,NYAMALILE,M,14.5,122,2.14,-7.9194154,39.6658465
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,10,60,0.69,-7.9158093,39.6542357
2018-01-20,Songosongo,Funguni,IMBI,F,18,97,1.53,-8.523331,39.5030188
2018-02-14,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,17,110,1.9,-8.3978381,39.280793
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,11,83,0.69,-7.9734177,39.7280679
2018-01-17,Somanga,Mbuyuni,CHOCHA,F,16,83,1.2,-8.397738,39.2807041
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,10,113,1.445,-7.9160826,39.6542357
2018-02-02,Songosongo,Pembeni,IMBI,M,18,96,3.18,-8.5288861,39.5049326
2018-01-03,Jibondo,WALANI,LWALA,F,8,54,0.405,-7.9733902,39.7280478
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,14,96,1.3,-8.3989641,39.2795878
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,10,67,0.725,-7.9158093,39.6542357
2018-01-30,Bwejuu,Kusini,NYAMALILE,F,12,77,0.705,-7.9158093,39.6542357
2018-01-20,Songosongo,Funguni,IMBI,F,10,97,1.31,-8.523331,39.5030188
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,9,78,0.595,-7.9190075,39.6653273
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,10,67,0.595,-8.5282505,39.4992152
2018-01-16,Somanga,Mbuyuni,MAKATONI,M,16,111,1.44,-8.397738,39.2807041
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,16,100,1.222,-8.3903068,39.2802368
2018-01-04,Bwejuu,Kusini,NYAMALILE,F,9,98,1.025,-7.9163194,39.6545582
2017-12-27,Bwejuu,Kusini,NYAMALILE,M,9,53,0.565,-6.7412701,39.1636337
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,12,67,0.95,-8.3879394,39.2815348
2018-03-01,Somanga,Mbuyuni,BANDA,M,16,87,1.531,-8.3977032,39.2806454
2018-01-31,Songosongo,Pembeni,IMBI,F,10,64,0.9,-8.5262477,39.5089154
2018-02-05,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,21,120,3.51,-8.3952889,39.2802368
2017-12-30,Jibondo,WALANI,MCHANGA NYUMA,F,9,62,0.3,-7.9733938,39.7280458
2018-03-10,Jibondo,WALANI,LWALA,M,9,61,0.5,-7.9189665,39.6652921
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,13,78,0.845,-8.3903068,39.2802368
2018-03-06,Songosongo,Pembeni,PWELA,F,17,99,1.18,-8.5287671,39.5052384
2018-01-19,Jibondo,WALANI,LWALA,F,11,80,0.795,-7.9190224,39.6653336
2017-12-21,Bwejuu,Kusini,KAULE,F,7,44,0.202,-7.916452,39.6589407
2018-02-28,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,13,76,0.57,-8.3977153,39.2806424
2017-12-21,Bwejuu,Kusini,KAULE,F,8,70,0.51,-7.9141756,39.6613942
2018-03-02,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,16,93,1.035,-8.3913458,39.2831572
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,10,63,0.601,-8.3978381,39.280793
2018-01-05,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,M,12,78,2.28,-8.5257726,39.5082688
2018-01-20,Songosongo,Funguni,IMBI,F,12,100,1.67,-8.523331,39.5030188
2018-01-07,Songosongo,Pembeni,PUPU,M,10,69,0.685,-8.523117,39.5027721
2018-01-16,Songosongo,FUNGUNI,SONGOSONGO,F,10,74,0.61,-8.5266447,39.5102086
2018-02-28,Somanga,Mbuyuni,MWAMBA MKUU,F,13,81,0.831,-8.3977153,39.2806424
2018-01-17,Songosongo,FUNGUNI,BANYANI,M,11,72,0.49,-8.5129912,39.497275
2018-01-28,Songosongo,Pembeni,IMBI,M,12,87,0.79,-8.5269214,39.5102086
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,M,16,102,2.045,0,0
2018-01-16,Jibondo,WALANI,MCHANGA NYUMA,F,8.5,62,0.52,-7.9734177,39.7280679
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,10,63,0.4,-7.9190075,39.6653273
2018-01-18,Songosongo,MBUYUNI,BANIANI,M,18,140,2.222,-8.3899917,39.2805613
2018-01-30,Songosongo,Pembeni,IMBI,M,15,96,1.022,-8.5262477,39.5089154
2018-02-18,Jibondo,WALANI,LWALA,M,14,109,1,-7.9733438,39.7279197
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,9,67,0.43,-7.9187966,39.661654
2018-01-22,Somanga,Mbuyuni,PWAYASI,M,14,76,0.62,-8.3879011,39.2818593
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,M,8,59,0.25,-7.9190966,39.6652922
2018-01-07,Songosongo,Pembeni,PUPU,F,14,86,1.755,-8.526368,39.5102086
2018-02-02,Songosongo,Pembeni,IMBI,F,15,77,2.515,-8.5315075,39.5111785
2018-01-18,Songosongo,MBUYUNI,BANIANI,M,10,62,0.415,-8.3916141,39.2808858
2018-01-17,Songosongo,FUNGUNI,BANYANI,F,19,121,3.04,-8.5129912,39.497275
2018-01-15,Somanga,Mbuyuni,BANIANI,F,9,61,0.205,-8.4216475,39.2752449
2018-02-11,Jibondo,WALANI,MCHANGA NYUMA,M,9,65,0.47,-7.9746529,39.7333336
2018-01-17,Somanga,Mbuyuni,CHOCHA,M,15,95,2.403,-8.397738,39.2807041
2018-01-16,Songosongo,FUNGUNI,SONGOSONGO,F,15,95,1.38,-8.5260493,39.5082688
2018-01-05,Jibondo,WALANI,LWALA,F,16,110,1.47,-7.9733902,39.7280478
2018-01-01,Songosongo,Pembeni,IMBI,F,17,113,2.565,0,0
2018-02-05,Somanga,Mbuyuni,UKUZA,M,15,85,1.614,-8.3879356,39.2814392
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,F,11.5,82,0.895,-7.9734177,39.7280679
2018-01-19,Jibondo,WALANI,LWALA,M,9,70,0.55,-7.9734177,39.7280679
2018-01-20,Songosongo,Funguni,IMBI,F,9,76,0.53,-8.523331,39.5030188
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,M,11,84,0.785,-7.9734177,39.7280679
2018-01-20,Songosongo,Funguni,IMBI,F,9,85,0.755,-8.523331,39.5030188
2018-02-02,Somanga,Mbuyuni,MCHANGA MUOVU,M,13,66,1.134,-8.3926445,39.2815348
2017-12-18,Somanga,Mbuyuni,Banda ya ndani,F,13,95.5,1.075,-8.3997946,39.2795878
2018-01-16,Somanga,Mbuyuni,CHOCHA,F,19,115,1.485,-8.4216475,39.2752449
2017-12-22,Jibondo,WALANI,MCHANGA NYUMA,M,14,109,1.925,-7.9742039,39.7273686
2018-01-06,Jibondo,WALANI,MCHANGA NYUMA,F,11,75,0.605,-7.9212189,39.666814
2018-01-15,Songosongo,Pembeni,NYAMAMBI,F,11,70,0.61,-8.5232273,39.5029003
2018-03-02,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,17,105,1.74,-8.3911457,39.2825083
2018-01-30,Bwejuu,Kusini,NYAMALILE,M,18,120,3.565,-7.9158093,39.6542357
2017-12-22,Jibondo,WALANI,MCHANGA NYUMA,F,14,101,1.8,-7.9734134,39.7282191
2018-01-18,Songosongo,MBUYUNI,BANIANI,F,10,54,0.451,-8.3916141,39.2808858
2018-01-03,Jibondo,WALANI,LWALA,M,9,63,0.54,-7.9733902,39.7280478
2018-01-16,Somanga,Mbuyuni,PWAYASI,F,12,58,0.51,-8.3916141,39.2808858
2018-03-11,Jibondo,WALANI,LWALA,F,9.5,67,0.45,-7.9190966,39.6652922
2018-02-04,Somanga,Mbuyuni,MZIWAJI,M,16,76,0.765,-8.3913841,39.2828327
2018-01-17,Somanga,Mbuyuni,MWAMBA KARUMBI,M,6,122,1.775,-8.7539461,39.4130324
2017-12-27,Jibondo,WALANI,MCHANGA NYUMA,F,9.5,81,0.69,-6.7417122,39.1662076
2018-02-17,Somanga,Mbuyuni,KARUMBI KUBWA,F,20,126,3.18,-8.3978381,39.280793
2018-03-03,Somanga,Mbuyuni,BANDA,F,13,71,0.812,-8.3900089,39.2851041
2018-02-18,Jibondo,WALANI,MCHANGA NYUMA,F,15,118,2,-7.9191335,39.6653093
2018-02-18,Somanga,Mbuyuni,MWAMBA MKUU,F,15,70,1.605,-8.3864979,39.2772752
2018-03-04,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,15,89,0.891,-8.3882769,39.2819822
2017-12-18,Somanga,Mbuyuni,Banda ya ndani,M,13,87,0.985,-8.3997946,39.2795878
2018-01-19,Jibondo,WALANI,LWALA,M,10,69,0.74,-7.9734177,39.7280679
2017-12-21,Songosongo,Pembeni,IMBI,M,16,120,3.11,-8.517368333333334,39.49751166666667
2018-02-12,Jibondo,WALANI,MCHANGA NYUMA,F,10.5,71,0.5,-7.9741182,39.7294142
2018-02-01,Songosongo,Pembeni,IMBI,F,14,66,1.09,-8.5262477,39.5089154
2018-01-16,Somanga,Mbuyuni,PWAYASI,F,16,120,3.65,-8.3926445,39.2815348
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,18,76,1.153,-8.3978381,39.280793
2018-01-03,Jibondo,WALANI,LWALA,M,10,60,0.4,-7.9733902,39.7280478
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,F,7,52,0.25,-7.9190966,39.6652922
2018-03-11,Jibondo,WALANI,LWALA,M,15,102,1.5,-7.9190966,39.6652922
2018-01-16,Songosongo,FUNGUNI,NYAMAMBI,M,16,90,1.705,-8.5260493,39.5082688
2018-01-20,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,20,130,3.254,-8.390433333333334,39.27864166666667
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,14,117,2.14,-7.9158093,39.6542357
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,9,64,0.4,-7.9190075,39.6653273
2018-01-05,Jibondo,WALANI,LWALA,M,11,75,0.645,-7.9733902,39.7280478
2018-02-16,Somanga,Mbuyuni,MZIWAJI,F,14,91,0.958,-8.3978381,39.280793
2018-02-03,Songosongo,Pembeni,IMBI,F,12,73,0.825,-8.5265244,39.5089154
2018-01-17,Songosongo,FUNGUNI,BANYANI,M,11,78,5.08,-8.5129912,39.497275
2018-01-20,Songosongo,Funguni,IMBI,M,17,100,1.44,-8.523331,39.5030188
2018-03-11,Jibondo,WALANI,LWALA,F,11,81,0.75,-7.9189665,39.6652921
2018-01-14,Songosongo,Pembeni,IMBI,F,9,57,0.525,-8.5232831,39.5029609
2018-01-17,Somanga,Mbuyuni,MZIWAJI,F,13,80,1,-8.397738,39.2807041
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,M,9,58,0.415,-8.526368,39.5102086
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,17.5,129,3.49,-7.9158093,39.6542357
2018-01-03,Songosongo,Pembeni,IMBI,M,9,51,0.695,-8.5232028,39.5028723
2018-02-04,Songosongo,Pembeni,IMBI,M,18,122,2.625,-8.5234117,39.5031302
2018-01-03,Songosongo,Pembeni,IMBI,F,10,61,0.655,-8.5232028,39.5028723
2018-01-15,Songosongo,FUNGUNI,NYAMAMBI,F,12,68,0.59,-8.5252603,39.5027571
2018-01-16,Jibondo,WALANI,MCHANGA NYUMA,M,8.5,59,0.415,-7.9734177,39.7280679
2018-01-30,Bwejuu,Kusini,NYAMALILE,F,20,170,4.545,-7.9162621,39.6587564
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,12,77,0.665,-8.5253303,39.5027721
2018-02-05,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,14,94,2.099,-8.3952889,39.2802368
2018-02-28,Somanga,Mbuyuni,MWAMBA MKUU,F,19,120,3,-8.3977153,39.2806424
2018-01-16,Somanga,Mbuyuni,CHOCHA,M,14,86,0.96,-8.3883685,39.2807751
2018-01-06,Jibondo,WALANI,MCHANGA NYUMA,F,9,68,0.38,-7.9733902,39.7280478
2018-01-19,Jibondo,WALANI,KITUTIA,F,11.5,86.5,0.995,-7.9734177,39.7280679
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,8,74,0.915,-7.9160826,39.6542357
2018-01-16,Somanga,Mbuyuni,PWAYASI,F,15,108,2,-8.3916141,39.2808858
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,M,9.5,64,0.5,-7.9190966,39.6652922
2018-02-04,Songosongo,Pembeni,IMBI,F,15,113,1.99,-8.5234117,39.5031302
2018-02-15,Somanga,Mbuyuni,MWAMBA MKUU,F,13,83,0.735,-8.3978381,39.280793
2018-02-17,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,15,92,1.226,-8.3978381,39.280793
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,12,87,0.96,-7.9733438,39.7279197
2018-01-21,Songosongo,MBUYUNI,CHAMBA CHA SELEMANI,F,15,99,1.07,-8.3926445,39.2815348
2017-12-30,Jibondo,WALANI,MCHANGA NYUMA,F,9.5,71,0.44,-7.9733938,39.7280458
2018-01-16,Somanga,Mbuyuni,MAKATONI,F,20,129,2.945,-8.397738,39.2807041
2017-12-19,Bwejuu,Kusini,NYAMALILE,F,9.5,78,0.635,-7.916452,39.6589407
2018-01-19,Jibondo,WALANI,KITUTIA,F,9.5,76,0.66,-7.9734177,39.7280679
2018-01-05,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,16,88,1.8,-8.5257726,39.5082688
2018-01-20,Songosongo,Funguni,IMBI,F,9,72,0.675,-8.523331,39.5030188
2018-01-14,Songosongo,Pembeni,IMBI,F,13,80,0.82,-8.5242717,39.502859
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,8,57,0.445,-8.3997946,39.2795878
2018-01-04,Songosongo,Pembeni,IMBI,F,11,74,0.705,-8.5232028,39.5028723
2018-01-05,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,16,90,2.03,-8.5257726,39.5082688
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,12,90,0.69,-7.9205629,39.6677814
2018-03-05,Somanga,Mbuyuni,MZIWAJI,F,15,95,0.805,-8.3879394,39.2815348
2018-01-20,Songosongo,Funguni,IMBI,F,17,112,1.875,-8.523331,39.5030188
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,13,91,0.925,-8.397738,39.2807041
2018-02-20,Somanga,Mbuyuni,MZIWAJI,M,15,100,1.56,-8.3977731,39.2807855
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,12,81,0.985,0,0
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,M,9,64,0.39,-7.9734177,39.7280679
2018-02-14,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,13,71,0.81,-8.3978381,39.280793
2018-02-04,Somanga,Mbuyuni,MZIWAJI,F,12,66,0.605,-8.3926445,39.2815348
2018-02-01,Songosongo,Pembeni,IMBI,M,19,102,1.73,-8.5262477,39.5089154
2017-12-30,Jibondo,WALANI,MCHANGA NYUMA,M,15,118,1.135,-7.9733938,39.7280458
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,M,13,91,1.115,-8.3997946,39.2795878
2018-02-20,Somanga,Mbuyuni,KOROBA,F,13,55,0.56,-8.3977731,39.2807855
2018-03-08,Songosongo,Pembeni,PWELA,M,12,73,0.42,-8.5287671,39.5052384
2018-01-20,Songosongo,Funguni,IMBI,M,15,93,1.295,-8.523331,39.5030188
2018-02-12,Jibondo,WALANI,MCHANGA NYUMA,F,13,89,1.5,-7.9746529,39.7333336
2018-01-16,Somanga,Mbuyuni,MAKATONI,M,13,83,0.815,-8.397738,39.2807041
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,11,88,0.93,-7.9187966,39.661654
2018-01-20,Songosongo,Funguni,IMBI,M,14,96,1.055,-8.523331,39.5030188
2018-01-05,Jibondo,WALANI,LWALA,F,11,74,0.47,-7.9733902,39.7280478
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,16,90,1.389,-8.3978381,39.280793
2018-01-18,Songosongo,MBUYUNI,CHAMBA CHA CHOCHA,F,10,68,0.605,-8.3899917,39.2805613
2018-02-13,Somanga,Mbuyuni,MZIWAJI,M,10,56,0.5,-8.3978381,39.280793
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,F,8,63,0.405,-7.9734177,39.7280679
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,20,130,3.101,-8.3978381,39.280793
2018-01-21,Somanga,Mbuyuni,PWAYASI,F,15,110,2.755,-8.3899917,39.2805613
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,9,55,0.501,-8.3916141,39.2808858
2018-01-30,Bwejuu,Kusini,NYAMALILE,M,11.5,75.5,0.81,-7.9158093,39.6542357
2018-01-17,Somanga,Mbuyuni,MZIWAJI,M,14,69,0.51,-8.397738,39.2807041
2018-01-04,Songosongo,Pembeni,IMBI,F,20,125,2.215,-8.5232028,39.5028723
2018-01-05,Songosongo,Pembeni,IMBI,F,16,90,1.585,-8.5257726,39.5082688
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,8,58,0.415,-8.3997946,39.2795878
2018-01-20,Jibondo,WALANI,MCHANGA NYUMA,M,8,63,0.855,-7.9733466,39.7279827
2018-02-02,Somanga,Mbuyuni,MCHANGA MUOVU,M,20,144,3.895,-8.3913373,39.2808858
2018-01-03,Jibondo,WALANI,LWALA,M,10,62,0.67,-7.9733902,39.7280478
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,F,8,61,0.52,-7.9187966,39.661654
2018-01-01,Jibondo,WALANI,MCHANGA NYUMA,M,10,71,0.465,-7.9184868,39.6619765
2018-03-05,Somanga,Mbuyuni,MZIWAJI,F,15,17,0.51,-8.3903068,39.2802368
2018-03-07,Songosongo,Pembeni,PWELA,M,14,89,1.505,-8.5287671,39.5052384
2018-01-21,Songosongo,MBUYUNI,CHAMBA CHA SELEMANI,M,24,146,5.21,-8.3916141,39.2808858
2018-01-05,Jibondo,WALANI,LWALA,F,8,60,0.365,-7.9733902,39.7280478
2018-02-13,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,F,16,96,1.085,-8.3978381,39.280793
2018-01-02,Jibondo,WALANI,MCHANGA NYUMA,M,7.5,54.5,0.265,-7.9733938,39.7280458
2018-03-02,Somanga,Mbuyuni,MWAMBA MKUU,F,17,125,1.635,-8.3910776,39.2854286
2017-12-23,Jibondo,WALANI,MCHANGA NYUMA,M,9.5,77.5,0.46,-7.9734425,39.7283671
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,M,11,70,0.75,-7.9190966,39.6652922
2018-01-18,Jibondo,WALANI,KITUTIA,M,8,61,0.45,-7.9734177,39.7280679
2018-02-02,Songosongo,Pembeni,IMBI,F,20,131,3.72,-8.5265244,39.5089154
2017-12-21,Songosongo,Pembeni,PWELA,M,13,87,1.285,-8.5266838,39.5098853
2017-12-21,Songosongo,Pembeni,IMBI,M,9,58,0.545,-8.5257726,39.5082688
2018-01-18,Songosongo,Funguni,IMBI,M,16,104,1.215,-8.5137787,39.4953347
2017-12-21,Songosongo,Pembeni,IMBI,F,9,57,0.64,-8.517585,39.497535
2018-02-01,Somanga,Mbuyuni,BANIANI,F,17,114,1.54,-8.3881779,39.2818593
2018-01-02,Jibondo,WALANI,MCHANGA NYUMA,M,8.5,61,0.37,-7.9733938,39.7280458
2018-01-18,Songosongo,FUNGUNI,IMBI,M,20,125,2.78,-8.5137787,39.4953347
2018-01-22,Somanga,Mbuyuni,PWAYASI,F,15,109,2.021,-8.3916141,39.2808858
2018-01-20,Somanga,Mbuyuni,SELEMANI,F,13,98,1.1,-8.390645000000001,39.27919333333333
2018-02-11,Jibondo,WALANI,MCHANGA NYUMA,M,12.5,98,0.95,-7.9746529,39.7333336
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,14,81,1.33,-8.397738,39.2807041
2018-01-15,Songosongo,FUNGUNI,BANYANI,F,14,98,1.375,-8.5252603,39.5027571
2018-01-04,Jibondo,WALANI,LWALA,F,11,84,0.505,-7.9733902,39.7280478
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,13,74,0.942,-8.3978381,39.280793
2017-12-21,Songosongo,Pembeni,IMBI,F,10,74,0.855,-8.5266838,39.5098853
2018-02-18,Somanga,Mbuyuni,KARUMBI KUBWA,M,12,65,0.612,-8.3978381,39.280793
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,10,63,0.35,-7.9206724,39.666814
2018-02-16,Somanga,Mbuyuni,MZIWAJI,M,18,99,2,-8.3978381,39.280793
2018-02-15,Songosongo,Pembeni,IMBI,F,18,115,3.295,-8.5234331,39.503162
2018-01-16,Jibondo,WALANI,MCHANGA NYUMA,F,8,60,0.35,-7.9734177,39.7280679
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,13,97,1.1,-7.9734177,39.7280679
2018-01-16,Somanga,Mbuyuni,MACHANGE,M,15,92,0.93,-8.4216475,39.2752449
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,17,112,2.11,-8.3908391,39.2851041
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,F,11.5,85,0.76,-7.9187966,39.661654
2018-01-14,Songosongo,Pembeni,IMBI,M,13,81,0.785,-8.5232831,39.5029609
2018-02-20,Somanga,Mbuyuni,KOROBA,M,18,114,2.056,-8.3977731,39.2807855
2018-01-16,Somanga,Mbuyuni,KIJAMBA CHA WEMBE,F,10,52,0.508,-8.397738,39.2807041
2018-01-30,Songosongo,Pembeni,IMBI,F,15,86,1.229,-8.5262477,39.5089154
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,12,82,0.9,-7.9206724,39.666814
2018-02-20,Jibondo,WALANI,MCHANGA NYUMA,F,8,64,0.25,-7.9733374,39.7279309
2018-01-20,Songosongo,Funguni,IMBI,F,10,93,0.74,-8.523331,39.5030188
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,M,9,68,0.4,-7.9190966,39.6652922
2018-03-06,Songosongo,Pembeni,PWELA,M,12,80,1.14,-8.5287671,39.5052384
2018-01-16,Songosongo,FUNGUNI,NYAMAMBI,F,9,59,0.51,-8.5260493,39.5082688
2018-02-03,Bwejuu,Kusini,NYAMALILE,F,12,80,1.02,-7.9158093,39.6542357
2018-02-02,Songosongo,Pembeni,IMBI,F,22,71,0.975,-8.5315075,39.5111785
2018-01-04,Jibondo,WALANI,LWALA,M,13,78,1.135,-7.9733902,39.7280478
2018-02-01,Somanga,Mbuyuni,KARUMBI KUBWA,F,13,85,1.605,-8.3913373,39.2808858
2018-03-11,Jibondo,WALANI,LWALA,F,9,64,0.45,-7.9189665,39.6652921
2017-12-21,Songosongo,Pembeni,PWELA,F,10,67,0.665,-8.5266838,39.5098853
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,10,89,0.6,-7.9206724,39.666814
2018-01-16,Somanga,Mbuyuni,PWAYASI,F,14,106,1.999,-8.3916141,39.2808858
2018-01-14,Songosongo,Pembeni,IMBI,M,17,124,2.4,-8.5232831,39.5029609
2018-01-17,Somanga,Mbuyuni,MZIWAJI,F,8,60,0.5,-8.397738,39.2807041
2018-01-14,Songosongo,Pembeni,IMBI,F,12,82,0.6,-8.5232831,39.5029609
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,19,122,2.93,-8.3978381,39.280793
2018-02-20,Jibondo,WALANI,MCHANGA NYUMA,F,11,76,0.75,-7.9191242,39.6653364
2018-02-27,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,15,76,1.045,-8.392193,39.2780364
2018-01-03,Jibondo,WALANI,LWALA,F,17,126,1.73,-7.9733902,39.7280478
2018-01-22,Somanga,Mbuyuni,KIJAMBA CHA WEMBE,F,16,112,1.52,-8.3879011,39.2818593
2018-01-23,Somanga,Mbuyuni,KARUMBI KUBWA,F,12,90,0.996,-8.3916992,39.2825083
2018-01-17,Somanga,Mbuyuni,MWAMBA KARUMBI,F,16,99,0.94,-8.7539461,39.4130324
2018-01-20,Songosongo,Funguni,IMBI,F,9,77,1.205,-8.523331,39.5030188
2018-01-05,Jibondo,WALANI,LWALA,M,11,75,0.575,-7.9733902,39.7280478
2018-01-17,Somanga,Mbuyuni,MZIWAJI,M,10,61,0.509,-8.397738,39.2807041
2018-02-26,Bwejuu,Kusini,NYAMALILE,F,10,65,0.835,-7.9160826,39.6542357
2018-01-15,Songosongo,FUNGUNI,BANYANI,F,14,93,1.085,-8.5232273,39.5029003
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,F,11,77,0.9,-7.9187966,39.661654
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,8,66,0.6,-7.9160826,39.6542357
2018-02-13,Somanga,Mbuyuni,MZIWAJI,M,11,80,1.119,-8.3978381,39.280793
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,F,11,77,0.7,-7.9190966,39.6652922
2018-01-07,Songosongo,Pembeni,IMBI,F,12,99,1.157,-8.526368,39.5102086
2018-01-07,Songosongo,Pembeni,IMBI,M,13,81,1.18,-8.5253303,39.5027721
2018-02-20,Jibondo,WALANI,MCHANGA NYUMA,F,12,93,0.9,-7.9733374,39.7279309
2018-01-05,Jibondo,WALANI,LWALA,M,16,112,1.97,-7.9733902,39.7280478
2018-01-19,Jibondo,WALANI,LWALA,F,9,69,0.475,-7.9734177,39.7280679
2017-12-21,Bwejuu,Kusini,KAULE,F,7.5,46,0.275,-7.916452,39.6589407
2018-02-17,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,18,89,1.54,-8.3978381,39.280793
