station,time,lon,lat,pressure,temperature,salinity,oxygen,fluorescence,spar,par,density
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,170,18.48234,35.17464,2.498218,0.08582,1057.56,1.3900400000000002,1026.03066
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,175,17.93054,35.201499999999996,2.526992,0.07569999999999999,1053.8,1.38268,1026.20486
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,180,17.43562,35.1876,2.512528,0.060719999999999996,1049.2,1.37572,1026.33704
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,185,16.719920000000002,35.16234,2.349018,0.05656,1044.0000000000002,1.36882,1026.5121000000001
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,190,16.656640000000003,35.158280000000005,2.31233,0.06717999999999999,1039.8200000000002,1.3623999999999998,1026.55164
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,195,16.561519999999998,35.15726,2.304374,0.05242,1035.1599999999999,1.3573,1026.59636
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,200,16.3106,35.15764,2.3479020000000004,0.0508,1032.08,1.35334,1026.6762999999999
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,205,15.7015,35.175419999999995,2.433908,0.04382,1027.58,1.3503399999999999,1026.8485
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,210,15.1966,35.209439999999994,2.630276,0.033999999999999996,1023.7599999999999,1.34724,1027.0119200000001
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,215,14.964400000000001,35.23148,2.8491,0.0306,1020.24,1.3441199999999998,1027.10572
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,220,14.85514,35.2479,3.0245,0.02388,1017.1800000000001,1.34134,1027.16748
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,225,14.8356,35.25094,3.1105979999999995,0.02306,1014.8,1.3390600000000001,1027.1978599999998
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,230,14.821539999999999,35.25314,3.137562,0.0264,1010.9799999999999,1.3373,1027.22534
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,235,14.792679999999999,35.256,3.1709920000000005,0.030339999999999995,1006.04,1.33588,1027.2559400000002
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,240,14.64966,35.25732,3.2250260000000006,0.02224,1002.4440000000001,1.3342800000000001,1027.3094
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,245,14.376900000000001,35.25228,3.30696,0.02716,995.6380000000001,1.3331600000000001,1027.3852600000002
st1,2004-08-18T15:27:46Z,40.60883333333334,-10.538666666666666,250,14.042200000000003,35.22202,3.3306059999999995,0.02386,992.2280000000001,1.3317999999999999,1027.45644
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,5,25.1633,34.8455,4.4698475,0.62315,145.335,8.5238,1023.200325
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,10,25.16456,34.84576,4.4708060000000005,0.6314,143.502,6.714619999999999,1023.21954
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,15,25.12938,34.84618,4.472128,0.66074,141.942,5.5804,1023.25188
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,20,25.05736,34.84924,4.480054,0.7331000000000001,140.948,4.74332,1023.29686
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,25,24.95584,34.863459999999996,4.460312,0.9299200000000001,139.636,4.0393799999999995,1023.3599200000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,30,24.93412,34.89862,4.455299999999999,0.99192,138.20600000000002,3.4523800000000002,1023.4152399999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,35,24.93516,34.92178,4.442074,1.03848,137.342,2.9755,1023.45432
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,40,24.891379999999998,34.92824,4.431808,1.1143399999999999,135.71999999999997,2.60208,1023.49318
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,45,24.823259999999998,34.90978,4.398062,1.14938,135.082,2.3085,1023.5222799999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,50,24.7298,34.89746,4.345724,0.9876399999999999,133.664,2.08088,1023.5617599999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,55,24.708759999999995,34.89696,4.296043999999999,0.81416,133.046,1.9218,1023.5899
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,60,24.68202,34.89994,4.285971999999999,0.71472,131.78,1.8073799999999998,1023.62202
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,65,24.70882,34.92818,4.264174,0.5706,130.986,1.72152,1023.6573000000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,70,24.61902,34.920100000000005,4.241806,0.49644000000000005,129.682,1.6576800000000003,1023.69866
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,75,24.42318,34.90056,4.208475999999999,0.42604,128.87800000000001,1.60854,1023.76302
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,80,24.24256,34.90208,4.143268,0.5242600000000001,127.70400000000002,1.57064,1023.83948
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,85,24.15986,34.908,4.083614,0.29897999999999997,126.49600000000001,1.53806,1023.8912200000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,90,24.117,34.92646,4.061788,0.28046,125.482,1.51248,1023.94028
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,95,24.003999999999998,34.94264,4.037604,0.37766,124.41600000000001,1.49078,1024.00676
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,100,23.66696,34.95344,3.9041200000000003,0.27722,123.53800000000001,1.47376,1024.1332400000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,105,23.03666,34.987739999999995,3.725356,0.24011999999999997,122.63799999999999,1.4583400000000002,1024.3614
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,110,22.78584,35.00154,3.58477,0.22536,121.39000000000001,1.4439600000000001,1024.4687
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,115,22.599420000000002,35.00652,3.500244,0.2043,120.102,1.4316599999999997,1024.5480199999997
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,120,21.662760000000002,35.057900000000004,3.2223759999999997,0.18195999999999998,119.41799999999998,1.42066,1024.8662399999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,125,20.956960000000002,35.095459999999996,2.935138,0.16506,118.54400000000001,1.41068,1025.1103799999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,130,20.501979999999996,35.15277999999999,2.864334,0.12898,117.45599999999999,1.4005800000000002,1025.3026
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,135,20.25314,35.21186,2.9935539999999996,0.10307999999999999,117.13199999999999,1.3905999999999998,1025.4394000000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,140,19.929260000000003,35.22502,3.031072,0.08846000000000001,116.668,1.3824199999999998,1025.5573
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,145,19.490560000000002,35.25094,3.0254600000000003,0.07705999999999999,117.348,1.3755000000000002,1025.7133200000003
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,150,19.221020000000003,35.256060000000005,2.994256,0.06377999999999999,118.474,1.36972,1025.8111999999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,155,19.012679999999996,35.26296,2.9782779999999995,0.04976,120.218,1.36496,1025.89314
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,160,18.68046,35.23356,2.862426,0.054079999999999996,122.23800000000001,1.36118,1025.9769
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,165,18.373540000000002,35.193220000000004,2.620714,0.05678,123.46200000000002,1.35838,1026.0456
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,170,17.84786,35.20816,2.476064,0.04304,123.54,1.35554,1026.2066200000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,175,17.15484,35.176700000000004,2.38101,0.048400000000000006,123.54,1.35288,1026.372
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,180,16.427159999999997,35.20542,2.4008979999999998,0.0339,123.54,1.3502800000000001,1026.5882399999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,185,16.17084,35.20874,2.503888,0.0317,123.54,1.34722,1026.6789
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,190,16.153219999999997,35.207,2.519218,0.03372,123.54,1.3439599999999998,1026.7078
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,195,15.9421,35.20172,2.523858,0.03168,123.21200000000002,1.34108,1026.7731800000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,200,15.601939999999999,35.19446000000001,2.584776,0.03234,121.878,1.3386399999999998,1026.86742
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,205,15.49676,35.191860000000005,2.616002,0.03624,121.146,1.33658,1026.9130799999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,210,15.185759999999998,35.18528,2.624956,0.0318,119.63799999999999,1.3353,1026.999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,215,14.87698,35.1726,2.625426,0.02478,117.396,1.3342200000000002,1027.07996
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,220,14.7511,35.16304,2.592276,0.01992,115.636,1.33246,1027.12422
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,225,14.52006,35.15378,2.593056,0.01586,113.324,1.33208,1027.1899399999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,230,14.40892,35.148019999999995,2.5969180000000005,0.012960000000000003,106.576,1.3308399999999998,1027.23272
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,235,14.29512,35.14502,2.614414,0.0152,108.378,1.3298800000000002,1027.27816
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,240,14.29046,35.15146,2.65656,0.01252,107.03599999999999,1.32856,1027.3077200000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,245,14.40068,35.18796,2.7484960000000003,0.013279999999999997,103.304,1.3277,1027.33586
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,250,14.53374,35.23198,3.038488,0.01308,99.5958,1.3269199999999999,1027.36284
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,255,14.37254,35.228060000000006,3.185496,0.030959999999999998,97.6338,1.32568,1027.41454
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,260,14.268,35.22696,3.2144459999999997,0.015319999999999995,96.5542,1.32548,1027.45824
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,265,14.158120000000002,35.22752,3.288716,0.011699999999999999,95.1476,1.3252000000000002,1027.50428
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,270,13.89,35.20830000000001,3.380682,0.0108,94.381,1.3238999999999999,1027.56698
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,275,13.706520000000001,35.1841,3.3197720000000004,0.008799999999999999,93.1722,1.32334,1027.61064
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,280,13.59984,35.17492,3.316136,0.005520000000000001,92.388,1.32316,1027.64956
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,285,13.44108,35.161300000000004,3.307492,0.008839999999999999,91.1346,1.3218999999999999,1027.6938000000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,290,13.057839999999999,35.12512,3.310044,0.01182,90.82939999999999,1.32124,1027.76568
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,295,12.85766,35.10624,3.2836419999999995,0.014440000000000003,89.3134,1.3208,1027.8157600000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,300,12.71426,35.08932,3.223524,0.0114,88.9804,1.32038,1027.85554
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,305,12.5974,35.097139999999996,3.26308,0.0083,87.54299999999999,1.319,1027.9078
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,310,12.378200000000001,35.08744,3.5153780000000006,0.013000000000000001,87.0682,1.31888,1027.9654600000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,315,12.15144,35.06144,3.5286479999999996,0.011699999999999999,86.91579999999999,1.3176400000000001,1028.01268
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,320,11.989980000000001,35.03988,3.419488,0.01138,85.5064,1.3170999999999997,1028.0503199999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,325,11.77514,35.017939999999996,3.3674239999999998,0.007680000000000001,85.058,1.3168,1028.0973600000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,330,11.69254,35.00768,3.3959340000000005,0.008979999999999998,84.65339999999999,1.3163399999999998,1028.1296200000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,335,11.62218,34.9999,3.39079,0.01016,83.16220000000001,1.315,1028.1602200000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,340,11.561160000000001,34.99327999999999,3.362718,0.01302,83.0042,1.3147,1028.18944
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,345,11.47868,34.9851,3.309138,0.0058000000000000005,81.7814,1.31414,1028.22142
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,350,11.435120000000001,34.97992,3.3040420000000004,0.0054,81.008,1.31312,1028.2484399999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,355,11.358540000000001,34.97156,3.3629939999999996,0.00694,80.3232,1.31258,1028.2788
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,360,11.31476,34.966460000000005,3.4138040000000003,0.01118,78.98519999999999,1.3124600000000002,1028.30588
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,365,11.271080000000001,34.96178,3.4309360000000004,0.00694,78.8142,1.3121399999999999,1028.3329600000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,370,11.24584,34.95888000000001,3.435624,0.00798,77.52900000000001,1.3109,1028.3579200000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,375,11.20692,34.955020000000005,3.4304259999999998,0.0106,76.957,1.3105,1028.38454
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,380,11.153279999999999,34.94938,3.4242579999999996,0.00564,76.958,1.3103399999999998,1028.41248
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,385,11.110500000000002,34.944860000000006,3.3925780000000003,0.00746,76.958,1.3103200000000002,1028.4395800000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,390,11.0925,34.94262,3.3736920000000006,0.00808,77.52020000000002,1.3097999999999999,1028.46394
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,395,11.0608,34.93946,3.3667679999999995,0.00206,78.9838,1.30886,1028.4895199999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,400,10.96778,34.93032,3.3480560000000006,0.00438,79.9928,1.30832,1028.52182
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,405,10.9256,34.9254,3.3609459999999998,0.0051600000000000005,81.34580000000001,1.3082,1028.54848
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,410,10.8271,34.91606,3.3986620000000003,0.00286,82.2232,1.30814,1028.58132
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,415,10.729760000000002,34.908879999999996,3.284594,0.00524,83.3758,1.30804,1028.61636
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,420,10.72334,34.90784,3.197598,0.004959999999999999,84.59700000000001,1.3074800000000002,1028.64022
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,425,10.62996,34.899379999999994,3.181804,0.00594,85.6682,1.30688,1028.6724000000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,430,10.546299999999999,34.88938,3.359284,0.0018600000000000001,87.0446,1.3064,1028.7028
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,435,10.47612,34.883359999999996,3.41314,0.00266,87.52179999999998,1.30624,1028.7333199999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,440,10.39294,34.87519999999999,3.35091,0.0028200000000000005,87.3296,1.3061399999999999,1028.76456
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,445,10.26994,34.86074000000001,3.421638,0.0023799999999999997,87.0808,1.3061200000000002,1028.7977
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,450,10.23684,34.8549,3.4938880000000005,9.600000000000001e-4,85.529,1.3061,1028.82258
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,455,10.184700000000001,34.8463,3.5860819999999998,0.00176,83.7264,1.306,1028.84748
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,460,10.0328,34.82732,3.813608,-0.0032199999999999993,81.779,1.3058400000000001,1028.88146
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,465,9.91968,34.81211999999999,3.983874,-0.0067,79.51140000000001,1.3050799999999998,1028.91278
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,470,9.87278,34.80558,4.0952,-0.0018400000000000003,77.252,1.30468,1028.93928
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,475,9.830639999999999,34.801339999999996,4.117754,-3.5999999999999986e-4,75.4236,1.3041200000000002,1028.96608
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,480,9.796240000000001,34.79796,4.092138,0.00264,73.06519999999999,1.304,1028.9922000000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,485,9.7242,34.792379999999994,4.024672000000001,-0.0051199999999999996,70.9422,1.304,1029.0225599999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,490,9.65552,34.784279999999995,3.98255,-0.0024800000000000004,69.0672,1.3038800000000001,1029.0510000000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,495,9.637279999999999,34.78104,4.013946,-0.0049,67.173,1.3038399999999999,1029.07468
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,500,9.60772,34.7783,4.020414,-0.00344,65.21799999999999,1.30362,1029.10006
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,505,9.54646,34.77306,3.974146,-0.0083,63.9064,1.30336,1029.12904
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,510,9.449499999999999,34.76732,3.921882,-0.0070999999999999995,62.6598,1.3030599999999999,1029.1632
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,515,9.32336,34.765240000000006,3.7147020000000004,-0.0018599999999999999,60.919000000000004,1.3029799999999998,1029.2057
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,520,9.20372,34.758680000000005,3.5447700000000006,-0.00184,60.56320000000001,1.30218,1029.24372
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,525,9.12888,34.75506,3.4781120000000003,-0.00304,58.78099999999999,1.30212,1029.2769600000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,530,9.156020000000002,34.7671,3.327116,-0.00574,58.73100000000001,1.3019200000000002,1029.30566
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,535,9.18148,34.7771,3.1319679999999996,-0.00378,57.89020000000001,1.30192,1029.33158
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,540,9.15342,34.776300000000006,3.0611179999999996,-0.00442,56.7076,1.3018399999999999,1029.35776
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,545,9.1174,34.77569999999999,3.0206020000000002,-0.00492,56.285799999999995,1.30172,1029.3857400000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,550,9.09012,34.77566,2.9965479999999993,-0.0041800000000000006,54.7072,1.3016999999999999,1029.4129
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,555,9.0775,34.77648,2.970644,-0.00276,54.67999999999999,1.30108,1029.43844
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,560,9.073559999999999,34.776799999999994,2.940568,-0.00304,53.8104,1.3007,1029.46196
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,565,9.05848,34.77858,2.904018,-0.00574,52.6552,1.30036,1029.4882400000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,570,9.01092,34.77556,2.851958,-0.008799999999999999,52.6428,1.3001200000000002,1029.5160600000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,575,8.97382,34.77310000000001,2.869542,-0.007580000000000001,51.2562,1.2998,1029.54306
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,580,8.935280000000002,34.76996,2.892802,-0.00972,50.6314,1.2998,1029.5695799999999
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,585,8.894779999999999,34.76546,2.9263299999999997,-0.00936,50.63,1.29972,1029.59546
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,590,8.87204,34.76456,2.948776,-0.00772,50.5848,1.2997,1029.62112
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,595,8.84984,34.76774,2.9406980000000003,-0.00818,49.46419999999999,1.2997,1029.6500800000001
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,600,8.836699999999999,34.768800000000006,2.9029160000000003,-0.010179999999999998,48.66139999999999,1.2997,1029.6756799999998
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,605,8.82086,34.77094,2.875154,-0.008060000000000001,48.605,1.29968,1029.7025
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,610,8.781279999999999,34.76874,2.87677,-0.009139999999999999,48.605,1.29966,1029.72966
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,615,8.7346,34.76678,2.85865,-0.011519999999999999,48.571799999999996,1.2996400000000001,1029.75812
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,620,8.6542,34.75914,2.889278,-0.00982,47.9858,1.2996200000000002,1029.7878400000002
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,625,8.659360000000001,34.77708,2.844524,-0.0051400000000000005,46.75519999999999,1.2995,1029.82466
st2,2004-08-18T17:00:01Z,40.769,-10.539166666666667,630,8.66252,34.787760000000006,2.650352,-0.0046,46.58,1.2994400000000002,1029.8550599999999
